Ensemble Gene ID	H7	H8	H9	K6	K7	K8
ENSMUSG00000067773	93	60	46	77	18	71
ENSMUSG00000101685	33	56	31	41	24	15
ENSMUSG00000101738	6	71	2	71	68	2
ENSMUSG00000101306	52	51	45	61	23	39
ENSMUSG00000088800	90	79	89	100	1	37
ENSMUSG00000101644	15	66	32	41	37	32
ENSMUSG00000099433	58	48	97	98	28	57
ENSMUSG00000089787	30	51	30	12	45	56
ENSMUSG00000042596	10	79	1	58	20	10
ENSMUSG00000100720	48	37	22	88	66	78
ENSMUSG00000025927	43	2	29	82	23	17
ENSMUSG00000100538	51	6	25	76	68	30
ENSMUSG00000101117	98	67	88	0	85	34
ENSMUSG00000100204	72	47	76	84	73	41
ENSMUSG00000084668	33	100	5	39	23	92
ENSMUSG00000102597	51	83	17	95	64	33
ENSMUSG00000043760	88	68	14	81	29	65
ENSMUSG00000104095	45	89	63	35	53	43
ENSMUSG00000089914	0	23	51	35	1	79
ENSMUSG00000090142	95	61	43	60	74	12
ENSMUSG00000070175	68	12	75	84	93	3
ENSMUSG00000065559	13	33	22	87	88	5
ENSMUSG00000099906	35	53	39	25	84	7
ENSMUSG00000065480	37	53	53	24	5	47
ENSMUSG00000025929	60	36	9	11	75	76
ENSMUSG00000041872	33	98	55	72	56	17
ENSMUSG00000041859	94	81	9	30	17	3
ENSMUSG00000099714	39	35	74	34	9	35
ENSMUSG00000102121	85	87	17	77	77	52
ENSMUSG00000088858	27	18	63	49	47	67
ENSMUSG00000097934	81	100	26	60	59	11
ENSMUSG00000025931	20	16	54	11	82	78
ENSMUSG00000077314	77	60	43	30	53	29
ENSMUSG00000100929	66	84	86	63	57	40
ENSMUSG00000041809	3	3	1	29	58	52
ENSMUSG00000041779	45	1	13	100	94	90
ENSMUSG00000099971	76	25	32	47	66	63
ENSMUSG00000100819	63	87	83	5	73	14
ENSMUSG00000025933	9	94	77	20	47	22
ENSMUSG00000102633	80	66	96	54	27	28
ENSMUSG00000025934	64	22	5	100	17	24
ENSMUSG00000099343	14	51	77	21	28	31
ENSMUSG00000096375	60	55	77	47	91	70
ENSMUSG00000025936	5	82	54	37	58	43
ENSMUSG00000093963	67	61	14	33	15	14
ENSMUSG00000067750	69	26	28	2	43	62
ENSMUSG00000086194	94	13	45	37	57	52
ENSMUSG00000094436	85	90	22	12	87	5
ENSMUSG00000041722	83	73	100	66	66	53
ENSMUSG00000085507	41	58	10	68	89	38
ENSMUSG00000094926	89	11	19	17	94	46
ENSMUSG00000085079	44	0	23	48	57	59
ENSMUSG00000085679	55	18	58	53	38	60
ENSMUSG00000028033	71	60	83	1	68	11
ENSMUSG00000104138	77	42	23	80	10	10
ENSMUSG00000082935	99	57	92	8	73	68
ENSMUSG00000103748	51	48	56	16	57	34
ENSMUSG00000097109	26	6	62	79	33	8
ENSMUSG00000099692	41	66	97	20	0	40
ENSMUSG00000100418	91	66	10	13	46	100
ENSMUSG00000041670	85	68	91	7	10	3
ENSMUSG00000097642	29	78	26	5	22	43
ENSMUSG00000101468	89	78	12	18	94	66
ENSMUSG00000101227	12	62	68	10	17	84
ENSMUSG00000073730	65	30	53	22	25	43
ENSMUSG00000089553	45	50	87	98	36	76
ENSMUSG00000102766	7	82	83	58	61	2
ENSMUSG00000065405	9	27	6	60	78	64
ENSMUSG00000097970	50	3	79	36	83	81
ENSMUSG00000065567	73	31	80	12	69	61
ENSMUSG00000100775	94	41	15	9	11	76
ENSMUSG00000101226	9	42	11	9	31	11
ENSMUSG00000026158	10	33	32	57	47	5
ENSMUSG00000097920	22	66	21	40	21	51
ENSMUSG00000099503	67	8	32	18	89	10
ENSMUSG00000026156	10	25	30	22	41	1
ENSMUSG00000026155	97	55	75	74	56	6
ENSMUSG00000026154	89	57	68	74	93	38
ENSMUSG00000102495	24	16	77	70	7	61
ENSMUSG00000026153	5	14	53	63	45	46
ENSMUSG00000102398	100	40	52	1	44	67
ENSMUSG00000097670	45	69	45	23	100	2
ENSMUSG00000026147	37	64	86	35	60	55
ENSMUSG00000026141	58	11	44	81	41	26
ENSMUSG00000077463	43	18	35	34	51	45
ENSMUSG00000099997	28	24	47	26	50	19
ENSMUSG00000100131	79	37	22	34	59	48
ENSMUSG00000067736	24	5	5	24	59	95
ENSMUSG00000101939	52	33	2	25	34	93
ENSMUSG00000101111	99	12	14	58	20	81
ENSMUSG00000100862	23	80	57	0	78	64
ENSMUSG00000102070	16	1	44	43	24	86
ENSMUSG00000101249	51	27	25	67	43	13
ENSMUSG00000073725	47	38	39	87	98	62
ENSMUSG00000100808	58	87	32	75	7	95
ENSMUSG00000100483	65	93	84	11	54	41
ENSMUSG00000100450	96	68	89	64	89	44
ENSMUSG00000099392	90	94	41	46	15	11
ENSMUSG00000033569	23	100	30	8	65	88
ENSMUSG00000080849	78	25	79	34	83	20
ENSMUSG00000104257	77	7	94	37	24	1
ENSMUSG00000096866	92	78	69	0	58	78
ENSMUSG00000102296	95	77	99	22	33	77
ENSMUSG00000103209	2	92	47	21	78	49
ENSMUSG00000104027	19	13	52	57	4	6
ENSMUSG00000102407	49	1	61	1	67	93
ENSMUSG00000103214	69	49	25	21	68	48
ENSMUSG00000104100	71	67	7	10	20	24
ENSMUSG00000084740	7	27	39	98	35	63
ENSMUSG00000103889	80	80	56	12	78	46
ENSMUSG00000101301	47	43	67	32	21	43
ENSMUSG00000104221	0	27	73	14	33	97
ENSMUSG00000102250	22	83	68	49	97	84
ENSMUSG00000102317	5	23	80	32	1	35
ENSMUSG00000103563	49	1	82	44	28	15
ENSMUSG00000102465	19	38	81	65	28	39
ENSMUSG00000102659	61	31	31	25	53	63
ENSMUSG00000103924	73	89	80	47	39	13
ENSMUSG00000104132	11	47	10	37	88	46
ENSMUSG00000102747	98	67	26	57	91	46
ENSMUSG00000102386	3	81	84	59	95	59
ENSMUSG00000103004	58	97	80	55	74	1
ENSMUSG00000104516	3	28	16	30	80	35
ENSMUSG00000101618	31	98	38	93	28	91
ENSMUSG00000099458	67	97	91	6	73	41
ENSMUSG00000088111	96	21	89	79	65	73
ENSMUSG00000073722	41	5	81	61	100	26
ENSMUSG00000095256	89	38	13	76	64	74
ENSMUSG00000100310	3	100	85	31	47	23
ENSMUSG00000101514	71	77	60	15	84	23
ENSMUSG00000101033	84	24	84	17	58	10
ENSMUSG00000101372	42	88	46	39	46	4
ENSMUSG00000103241	100	5	98	60	77	34
ENSMUSG00000086240	56	14	56	30	1	100
ENSMUSG00000048411	74	97	3	1	99	26
ENSMUSG00000081557	66	64	29	15	72	2
ENSMUSG00000058590	1	88	82	46	38	99
ENSMUSG00000101235	68	100	47	64	35	30
ENSMUSG00000064433	37	90	35	23	0	86
ENSMUSG00000080625	56	90	78	65	45	93
ENSMUSG00000080391	92	51	82	39	40	60
ENSMUSG00000099257	7	57	40	81	76	55
ENSMUSG00000099492	90	75	71	31	49	55
ENSMUSG00000101726	74	2	77	98	2	79
ENSMUSG00000096829	33	15	93	65	86	60
ENSMUSG00000098883	2	76	36	34	37	46
ENSMUSG00000053185	83	71	67	51	97	75
ENSMUSG00000100261	52	19	63	88	29	12
ENSMUSG00000101180	69	100	75	38	54	86
ENSMUSG00000048874	72	75	27	96	5	21
ENSMUSG00000103783	78	68	23	80	44	73
ENSMUSG00000104315	75	84	91	34	31	88
ENSMUSG00000026064	25	89	89	89	78	54
ENSMUSG00000086151	67	96	75	3	23	81
ENSMUSG00000086726	64	18	62	81	65	98
ENSMUSG00000087346	31	72	86	30	4	59
ENSMUSG00000100371	7	7	96	0	34	36
ENSMUSG00000100237	97	32	72	15	50	46
ENSMUSG00000098529	69	51	4	81	76	2
ENSMUSG00000086727	97	21	79	94	51	18
ENSMUSG00000100910	78	12	24	7	29	60
ENSMUSG00000099796	62	85	80	55	90	61
ENSMUSG00000050217	52	18	39	83	31	11
ENSMUSG00000026063	87	96	2	34	2	62
ENSMUSG00000077664	27	67	54	92	94	61
ENSMUSG00000100205	37	83	33	67	0	34
ENSMUSG00000100592	96	72	13	40	11	36
ENSMUSG00000094215	99	38	68	9	54	52
ENSMUSG00000101093	82	61	60	81	2	12
ENSMUSG00000070960	83	6	87	1	26	90
ENSMUSG00000088620	89	75	23	89	35	49
ENSMUSG00000082159	73	13	55	25	22	91
ENSMUSG00000026058	18	61	81	69	95	97
ENSMUSG00000064688	58	27	14	36	4	49
ENSMUSG00000103482	1	97	85	63	30	92
ENSMUSG00000104498	97	92	32	13	1	37
ENSMUSG00000104313	67	79	97	94	52	67
ENSMUSG00000102865	98	90	92	53	29	43
ENSMUSG00000102321	62	14	17	89	16	66
ENSMUSG00000091318	97	99	46	27	12	32
ENSMUSG00000089489	100	56	57	79	62	59
ENSMUSG00000104433	95	46	73	77	71	25
ENSMUSG00000089395	8	1	5	25	90	64
ENSMUSG00000102926	80	33	50	85	7	17
ENSMUSG00000100497	94	58	2	82	21	3
ENSMUSG00000102917	98	39	92	90	80	82
ENSMUSG00000100481	74	5	54	72	74	99
ENSMUSG00000100590	17	91	12	15	42	88
ENSMUSG00000088750	89	90	58	91	63	88
ENSMUSG00000104230	20	44	65	50	92	90
ENSMUSG00000101754	73	62	92	36	23	93
ENSMUSG00000065223	70	53	41	100	7	87
ENSMUSG00000100318	51	89	73	23	38	92
ENSMUSG00000101612	29	13	21	68	34	51
ENSMUSG00000065260	2	6	28	57	80	20
ENSMUSG00000026134	90	3	83	21	8	57
ENSMUSG00000101682	84	30	38	70	40	67
ENSMUSG00000102714	45	31	90	77	7	4
ENSMUSG00000102093	36	90	69	35	2	77
ENSMUSG00000103746	3	17	81	47	73	99
ENSMUSG00000102198	85	74	74	23	88	13
ENSMUSG00000004768	78	8	71	60	10	85
ENSMUSG00000042215	39	44	12	69	71	9
ENSMUSG00000103072	79	67	35	25	25	44
ENSMUSG00000042197	71	42	30	36	57	36
ENSMUSG00000081402	57	67	38	47	8	2
ENSMUSG00000042182	21	71	3	21	55	37
ENSMUSG00000104416	32	28	52	72	95	71
ENSMUSG00000026131	62	22	37	3	60	38
ENSMUSG00000103596	31	10	98	14	96	83
ENSMUSG00000099382	27	35	48	100	95	60
ENSMUSG00000084506	0	94	78	48	28	37
ENSMUSG00000103364	2	38	72	59	70	1
ENSMUSG00000105982	69	50	40	25	15	73
ENSMUSG00000096992	56	52	100	14	59	34
ENSMUSG00000103001	23	36	84	98	87	31
ENSMUSG00000104397	64	84	67	77	100	1
ENSMUSG00000102839	30	89	82	90	31	32
ENSMUSG00000101206	83	58	70	85	58	52
ENSMUSG00000101462	95	16	92	67	17	85
ENSMUSG00000102336	60	83	54	58	59	80
ENSMUSG00000092852	48	34	14	52	11	63
ENSMUSG00000042111	3	98	54	7	39	18
ENSMUSG00000101711	37	64	79	42	29	55
ENSMUSG00000026127	6	7	80	28	75	93
ENSMUSG00000026126	53	16	74	15	32	80
ENSMUSG00000100280	70	58	44	45	22	23
ENSMUSG00000101223	68	17	100	65	29	18
ENSMUSG00000026125	31	72	88	9	23	90
ENSMUSG00000101116	70	14	7	45	73	21
ENSMUSG00000026124	46	6	44	46	3	59
ENSMUSG00000101803	84	73	80	20	2	42
ENSMUSG00000037529	47	97	0	41	81	72
ENSMUSG00000045815	70	98	41	85	18	19
ENSMUSG00000045174	75	46	24	29	65	52
ENSMUSG00000100524	67	50	21	24	79	77
ENSMUSG00000102499	64	75	67	90	79	56
ENSMUSG00000103521	100	100	43	94	47	32
ENSMUSG00000104098	83	99	94	9	75	57
ENSMUSG00000037509	59	6	97	97	98	69
ENSMUSG00000102537	9	55	48	10	1	26
ENSMUSG00000102612	0	54	57	14	17	93
ENSMUSG00000104002	73	24	48	40	70	53
ENSMUSG00000037503	35	68	31	60	11	71
ENSMUSG00000104358	65	37	80	30	59	32
ENSMUSG00000026123	87	70	97	30	9	25
ENSMUSG00000103716	56	62	88	0	56	54
ENSMUSG00000103548	10	38	18	89	21	53
ENSMUSG00000103760	17	79	61	1	76	61
ENSMUSG00000103997	4	60	32	15	78	67
ENSMUSG00000077231	12	19	61	68	29	40
ENSMUSG00000104417	9	31	37	28	56	79
ENSMUSG00000064601	0	51	97	4	23	62
ENSMUSG00000101714	86	13	13	76	5	87
ENSMUSG00000102531	26	95	71	71	50	20
ENSMUSG00000103096	59	31	28	65	71	39
ENSMUSG00000102279	73	68	73	56	39	82
ENSMUSG00000103708	58	20	92	75	85	71
ENSMUSG00000104201	32	39	32	85	68	62
ENSMUSG00000102434	0	71	15	78	93	92
ENSMUSG00000045216	61	49	31	11	92	33
ENSMUSG00000104523	37	23	90	88	94	2
ENSMUSG00000102202	45	86	13	58	48	6
ENSMUSG00000037470	87	99	27	42	63	39
ENSMUSG00000098752	40	28	61	91	61	1
ENSMUSG00000047180	54	4	6	88	36	25
ENSMUSG00000037447	92	71	20	35	92	34
ENSMUSG00000102762	100	65	80	9	44	42
ENSMUSG00000010453	30	68	90	91	75	9
ENSMUSG00000098680	28	97	27	88	93	43
ENSMUSG00000037432	96	32	22	91	33	44
ENSMUSG00000001143	96	92	11	61	3	42
ENSMUSG00000037408	44	2	2	38	16	86
ENSMUSG00000104316	90	68	15	27	83	40
ENSMUSG00000106081	92	34	58	60	91	91
ENSMUSG00000001138	61	30	55	82	45	9
ENSMUSG00000102845	100	79	83	62	95	62
ENSMUSG00000067653	6	23	19	23	62	65
ENSMUSG00000109510	94	29	94	22	13	78
ENSMUSG00000079610	47	45	17	85	24	27
ENSMUSG00000026121	70	17	89	58	11	14
ENSMUSG00000087589	83	38	62	64	47	31
ENSMUSG00000046337	7	1	71	61	74	28
ENSMUSG00000089906	25	14	44	61	10	50
ENSMUSG00000077939	12	32	5	44	86	6
ENSMUSG00000061518	68	24	17	28	65	26
ENSMUSG00000037351	75	96	63	16	73	38
ENSMUSG00000102416	55	44	96	20	47	51
ENSMUSG00000104237	87	22	83	86	65	93
ENSMUSG00000026117	26	90	99	59	83	16
ENSMUSG00000097291	87	12	38	38	6	71
ENSMUSG00000026116	58	40	55	59	24	58
ENSMUSG00000103016	0	34	32	52	68	11
ENSMUSG00000102930	33	89	98	94	24	83
ENSMUSG00000103159	68	33	26	7	83	37
ENSMUSG00000080054	99	61	52	38	86	72
ENSMUSG00000095944	14	64	94	2	91	20
ENSMUSG00000050122	64	7	99	86	55	3
ENSMUSG00000103603	6	32	56	74	70	23
ENSMUSG00000026114	32	15	90	85	94	36
ENSMUSG00000102231	26	49	68	3	96	76
ENSMUSG00000026113	18	81	35	28	5	86
ENSMUSG00000086064	41	90	73	53	35	67
ENSMUSG00000102879	30	30	95	18	0	15
ENSMUSG00000026112	0	99	6	95	76	99
ENSMUSG00000026111	90	43	51	63	73	28
ENSMUSG00000026110	65	23	65	31	51	48
ENSMUSG00000103948	9	90	16	55	16	95
ENSMUSG00000087233	4	1	76	97	78	100
ENSMUSG00000026090	16	37	79	45	87	46
ENSMUSG00000089767	23	12	91	43	87	63
ENSMUSG00000104365	46	97	62	26	18	85
ENSMUSG00000102650	48	61	38	61	86	17
ENSMUSG00000060771	38	13	28	50	46	66
ENSMUSG00000097268	69	40	83	61	16	30
ENSMUSG00000037216	75	36	0	48	42	25
ENSMUSG00000026088	8	98	21	33	25	9
ENSMUSG00000026087	92	25	98	64	79	77
ENSMUSG00000061584	80	38	2	44	97	3
ENSMUSG00000087374	32	91	61	73	9	54
ENSMUSG00000026085	84	66	48	94	87	24
ENSMUSG00000089141	22	80	100	44	67	66
ENSMUSG00000058407	100	30	18	49	23	72
ENSMUSG00000026083	30	12	69	45	94	52
ENSMUSG00000026082	65	66	90	66	90	13
ENSMUSG00000103804	71	52	13	51	77	69
ENSMUSG00000102716	17	88	25	53	4	18
ENSMUSG00000037138	4	11	95	2	33	67
ENSMUSG00000085391	61	78	47	77	96	55
ENSMUSG00000085280	50	44	1	41	69	98
ENSMUSG00000087131	69	99	23	27	2	58
ENSMUSG00000102984	66	35	67	33	48	91
ENSMUSG00000102541	88	70	61	4	11	36
ENSMUSG00000103531	17	53	67	86	45	30
ENSMUSG00000048814	75	15	45	68	95	44
ENSMUSG00000026080	59	54	82	41	73	61
ENSMUSG00000103647	32	22	78	23	24	60
ENSMUSG00000102447	37	7	32	80	73	57
ENSMUSG00000067604	74	90	95	86	37	87
