Ensemble Gene ID	H2	H3	H4	K2	K3	K4
ENSMUSG00000100814	1	88	40	72	75	86
ENSMUSG00000025925	98	15	100	13	56	35
ENSMUSG00000104379	6	11	84	57	45	62
ENSMUSG00000032719	58	83	13	97	48	77
ENSMUSG00000088943	71	16	32	45	44	96
ENSMUSG00000100652	48	51	79	62	23	97
ENSMUSG00000067795	16	95	30	3	20	15
ENSMUSG00000043716	3	21	2	35	18	42
ENSMUSG00000025921	1	82	95	22	7	60
ENSMUSG00000104165	86	72	37	87	65	19
ENSMUSG00000100868	16	58	88	83	87	89
ENSMUSG00000025920	79	44	88	67	10	3
ENSMUSG00000089982	87	73	22	21	45	86
ENSMUSG00000025939	17	7	9	30	63	78
ENSMUSG00000102457	77	8	24	61	18	87
ENSMUSG00000079658	72	56	75	98	51	31
ENSMUSG00000097744	79	97	93	54	74	63
ENSMUSG00000100959	6	37	40	5	34	47
ENSMUSG00000025940	81	46	83	48	51	2
ENSMUSG00000025779	77	44	13	40	91	37
ENSMUSG00000100093	86	70	19	18	68	72
ENSMUSG00000091020	0	56	65	90	49	98
ENSMUSG00000101640	15	85	90	36	75	39
ENSMUSG00000104133	78	98	82	54	45	86
ENSMUSG00000042686	41	46	39	69	16	5
ENSMUSG00000100110	23	82	66	41	79	59
ENSMUSG00000025777	56	15	37	49	76	43
ENSMUSG00000099899	82	9	79	21	68	57
ENSMUSG00000100272	64	86	74	32	51	3
ENSMUSG00000100398	7	81	28	89	99	30
ENSMUSG00000101589	46	87	100	99	34	75
ENSMUSG00000102048	18	66	45	51	7	77
ENSMUSG00000089534	76	48	86	13	32	100
ENSMUSG00000067780	31	25	97	96	13	13
ENSMUSG00000100053	92	11	95	98	6	99
ENSMUSG00000085125	38	52	52	21	77	79
ENSMUSG00000025776	31	95	28	25	1	8
ENSMUSG00000099895	2	66	79	1	55	93
ENSMUSG00000100554	96	45	0	24	48	50
ENSMUSG00000099473	53	34	61	91	34	48
ENSMUSG00000099591	78	51	29	6	13	33
ENSMUSG00000109887	9	13	76	44	25	92
ENSMUSG00000102001	94	94	21	25	22	67
ENSMUSG00000101717	26	38	1	67	50	43
ENSMUSG00000025774	7	50	72	5	65	29
ENSMUSG00000070977	35	83	13	86	60	17
ENSMUSG00000073735	97	5	97	57	54	8
ENSMUSG00000067773	5	57	86	53	47	18
ENSMUSG00000101685	2	83	47	88	33	20
ENSMUSG00000101738	64	38	30	11	82	74
ENSMUSG00000101306	77	7	55	67	66	62
ENSMUSG00000088800	70	19	7	18	89	70
ENSMUSG00000101644	18	27	31	92	14	73
ENSMUSG00000099433	10	63	43	36	88	61
ENSMUSG00000089787	1	43	62	69	29	92
ENSMUSG00000042596	41	39	94	3	37	80
ENSMUSG00000100720	88	72	53	30	2	45
ENSMUSG00000025927	74	28	19	39	42	22
ENSMUSG00000100538	75	74	90	6	10	19
ENSMUSG00000101117	14	32	23	80	57	30
ENSMUSG00000100204	100	18	28	36	56	49
ENSMUSG00000084668	38	28	12	55	82	86
ENSMUSG00000102597	61	88	87	37	19	69
ENSMUSG00000043760	6	41	94	9	58	10
ENSMUSG00000104095	100	84	4	7	2	96
ENSMUSG00000089914	82	74	59	40	40	43
ENSMUSG00000090142	72	21	49	27	62	22
ENSMUSG00000070175	26	6	8	77	76	76
ENSMUSG00000065559	42	8	75	40	25	39
ENSMUSG00000099906	44	81	38	64	10	26
ENSMUSG00000065480	83	51	22	57	85	31
ENSMUSG00000025929	90	74	7	57	41	48
ENSMUSG00000041872	82	30	26	37	94	82
ENSMUSG00000041859	99	40	32	61	79	54
ENSMUSG00000099714	0	78	54	70	76	49
ENSMUSG00000102121	37	66	82	15	36	59
ENSMUSG00000088858	76	34	47	52	90	62
ENSMUSG00000097934	33	89	13	64	78	78
ENSMUSG00000025931	34	76	11	42	20	18
ENSMUSG00000077314	92	69	4	50	80	81
ENSMUSG00000100929	33	25	20	48	0	26
ENSMUSG00000041809	52	59	39	84	17	91
ENSMUSG00000041779	48	14	38	46	39	13
ENSMUSG00000099971	81	88	37	61	1	56
ENSMUSG00000100819	84	24	84	50	78	52
ENSMUSG00000025933	42	20	10	62	54	77
ENSMUSG00000102633	10	17	40	90	100	68
ENSMUSG00000025934	3	17	32	85	85	11
ENSMUSG00000099343	77	70	92	7	85	72
ENSMUSG00000096375	50	77	36	78	8	38
ENSMUSG00000025936	93	36	86	20	78	16
ENSMUSG00000093963	38	32	32	35	69	0
ENSMUSG00000067750	28	58	35	98	29	51
ENSMUSG00000086194	1	34	47	23	75	67
ENSMUSG00000094436	57	69	12	71	49	98
ENSMUSG00000041722	45	89	4	8	12	23
ENSMUSG00000085507	20	18	96	5	12	62
ENSMUSG00000094926	47	27	77	75	38	0
ENSMUSG00000085079	0	59	9	48	100	38
ENSMUSG00000085679	52	11	88	6	96	44
ENSMUSG00000028033	60	51	16	60	5	57
ENSMUSG00000104138	3	51	98	47	34	18
ENSMUSG00000082935	86	33	45	40	72	57
ENSMUSG00000103748	95	73	55	57	30	2
ENSMUSG00000097109	4	45	52	25	82	49
ENSMUSG00000099692	7	48	1	50	80	47
ENSMUSG00000100418	68	20	84	66	74	19
ENSMUSG00000041670	10	66	30	16	39	49
ENSMUSG00000097642	21	25	27	87	86	17
ENSMUSG00000101468	99	95	39	89	54	43
ENSMUSG00000101227	68	9	81	95	22	51
ENSMUSG00000073730	18	28	51	63	40	80
ENSMUSG00000089553	45	4	99	35	50	39
ENSMUSG00000102766	55	79	66	69	51	86
ENSMUSG00000065405	3	1	91	81	98	54
ENSMUSG00000097970	34	65	22	92	3	3
ENSMUSG00000065567	36	72	18	49	56	15
ENSMUSG00000100775	70	62	33	92	4	44
ENSMUSG00000101226	34	48	65	13	51	30
ENSMUSG00000026158	24	81	97	93	3	45
ENSMUSG00000097920	75	78	50	70	91	83
ENSMUSG00000099503	99	49	80	17	78	61
ENSMUSG00000026156	15	17	60	59	98	77
ENSMUSG00000026155	26	25	46	53	25	78
ENSMUSG00000026154	40	66	87	42	6	61
ENSMUSG00000102495	45	27	58	100	93	82
ENSMUSG00000026153	56	88	43	13	73	70
ENSMUSG00000102398	67	98	21	27	12	12
ENSMUSG00000097670	42	51	92	50	68	96
ENSMUSG00000026147	50	46	8	57	39	36
ENSMUSG00000026141	92	99	10	68	93	61
ENSMUSG00000077463	99	6	23	94	8	68
ENSMUSG00000099997	76	9	30	31	100	72
ENSMUSG00000100131	38	68	31	51	98	20
ENSMUSG00000067736	13	4	6	60	43	91
ENSMUSG00000101939	48	89	61	84	61	76
ENSMUSG00000101111	38	70	88	9	51	66
ENSMUSG00000100862	56	6	93	58	21	11
ENSMUSG00000102070	67	69	65	94	31	2
ENSMUSG00000101249	72	69	75	63	35	20
ENSMUSG00000073725	55	41	97	14	4	30
ENSMUSG00000100808	42	71	10	79	99	98
ENSMUSG00000100483	10	71	78	55	94	45
ENSMUSG00000100450	38	77	3	15	6	58
ENSMUSG00000099392	97	56	62	12	38	86
ENSMUSG00000033569	11	99	46	77	91	98
ENSMUSG00000080849	14	65	70	77	16	5
ENSMUSG00000104257	82	4	3	15	63	29
ENSMUSG00000096866	40	69	2	65	58	89
ENSMUSG00000102296	22	55	63	6	29	87
ENSMUSG00000103209	98	88	12	38	40	95
ENSMUSG00000104027	23	2	15	17	48	9
ENSMUSG00000102407	89	30	33	51	6	28
ENSMUSG00000103214	56	68	56	5	41	30
ENSMUSG00000104100	8	98	5	83	89	58
ENSMUSG00000084740	49	43	45	5	46	22
ENSMUSG00000103889	43	35	39	73	38	27
ENSMUSG00000101301	80	83	80	55	85	36
ENSMUSG00000104221	72	21	61	61	40	34
ENSMUSG00000102250	13	25	62	75	35	40
ENSMUSG00000102317	67	74	51	81	5	38
ENSMUSG00000103563	35	19	21	92	16	99
ENSMUSG00000102465	90	49	86	50	42	70
ENSMUSG00000102659	52	34	80	90	46	94
ENSMUSG00000103924	79	75	4	19	50	15
ENSMUSG00000104132	94	79	54	7	77	49
ENSMUSG00000102747	23	62	53	62	14	29
ENSMUSG00000102386	36	88	44	82	90	97
ENSMUSG00000103004	69	8	17	13	4	8
ENSMUSG00000104516	60	82	57	29	64	71
ENSMUSG00000101618	13	81	25	28	69	72
ENSMUSG00000099458	32	11	18	35	69	75
ENSMUSG00000088111	90	24	48	5	90	27
ENSMUSG00000073722	67	35	91	36	82	93
ENSMUSG00000095256	43	75	74	65	41	3
ENSMUSG00000100310	78	14	92	17	99	9
ENSMUSG00000101514	17	70	44	24	8	94
ENSMUSG00000101033	5	19	7	78	19	82
ENSMUSG00000101372	22	46	96	99	29	97
ENSMUSG00000103241	29	77	58	71	36	80
ENSMUSG00000086240	93	28	28	68	48	58
ENSMUSG00000048411	25	22	55	78	16	81
ENSMUSG00000081557	23	87	19	2	70	86
ENSMUSG00000058590	84	35	51	90	76	23
ENSMUSG00000101235	5	34	26	80	14	57
ENSMUSG00000064433	71	92	67	52	40	87
ENSMUSG00000080625	76	69	39	96	56	6
ENSMUSG00000080391	59	57	96	34	48	28
ENSMUSG00000099257	9	79	28	84	40	31
ENSMUSG00000099492	69	8	22	2	8	95
ENSMUSG00000101726	48	53	30	59	85	31
ENSMUSG00000096829	91	71	71	8	16	32
ENSMUSG00000098883	7	35	79	74	54	10
ENSMUSG00000053185	93	82	72	44	77	49
ENSMUSG00000100261	40	19	75	22	0	54
ENSMUSG00000101180	69	28	87	43	52	93
ENSMUSG00000048874	14	91	30	27	7	52
ENSMUSG00000103783	61	79	53	64	96	59
ENSMUSG00000104315	20	5	91	84	64	42
ENSMUSG00000026064	40	96	80	50	23	42
ENSMUSG00000086151	59	12	90	70	84	64
ENSMUSG00000086726	42	49	47	20	14	58
ENSMUSG00000087346	46	40	100	94	27	34
ENSMUSG00000100371	61	3	88	68	30	72
ENSMUSG00000100237	27	29	5	60	54	47
ENSMUSG00000098529	89	47	19	59	22	20
ENSMUSG00000086727	61	39	42	66	69	35
ENSMUSG00000100910	55	21	81	38	87	45
ENSMUSG00000099796	89	86	50	3	22	61
ENSMUSG00000050217	87	7	65	66	60	4
ENSMUSG00000026063	77	49	17	15	10	55
ENSMUSG00000077664	54	30	30	84	93	75
ENSMUSG00000100205	44	8	21	98	87	72
ENSMUSG00000100592	78	5	57	79	50	72
ENSMUSG00000094215	51	93	20	84	72	42
ENSMUSG00000101093	68	100	37	96	5	40
ENSMUSG00000070960	74	98	64	78	56	42
ENSMUSG00000088620	35	56	21	89	89	54
ENSMUSG00000082159	60	63	90	61	15	44
ENSMUSG00000026058	89	2	91	67	57	55
ENSMUSG00000064688	5	84	97	89	50	85
ENSMUSG00000103482	31	71	7	46	4	52
ENSMUSG00000104498	93	25	27	31	94	57
ENSMUSG00000104313	38	53	9	48	41	64
ENSMUSG00000102865	74	10	10	32	5	85
ENSMUSG00000102321	58	50	94	29	11	37
ENSMUSG00000091318	99	86	25	42	79	0
ENSMUSG00000089489	95	62	46	79	36	96
ENSMUSG00000104433	58	37	36	50	38	18
ENSMUSG00000089395	44	59	47	98	43	55
ENSMUSG00000102926	98	85	100	96	47	13
ENSMUSG00000100497	50	52	22	94	49	42
ENSMUSG00000102917	13	98	62	7	74	1
ENSMUSG00000100481	56	35	63	17	3	65
ENSMUSG00000100590	25	17	100	23	95	57
ENSMUSG00000088750	74	92	63	69	45	73
ENSMUSG00000104230	54	31	67	95	82	26
ENSMUSG00000101754	36	53	5	71	43	99
ENSMUSG00000065223	45	69	55	85	22	4
ENSMUSG00000100318	64	27	14	57	28	75
ENSMUSG00000101612	48	3	56	77	68	77
ENSMUSG00000065260	67	10	11	2	46	53
ENSMUSG00000026134	24	37	77	12	43	55
ENSMUSG00000101682	99	53	10	97	74	29
ENSMUSG00000102714	38	18	61	69	11	8
ENSMUSG00000102093	47	47	68	17	57	28
ENSMUSG00000103746	39	63	18	22	47	28
ENSMUSG00000102198	15	87	8	26	66	37
ENSMUSG00000004768	94	53	38	63	89	100
ENSMUSG00000042215	45	28	31	26	17	19
ENSMUSG00000103072	8	95	60	15	72	56
ENSMUSG00000042197	17	43	48	97	8	20
ENSMUSG00000081402	43	30	22	72	41	37
ENSMUSG00000042182	5	100	10	34	29	62
ENSMUSG00000104416	35	54	17	97	55	28
ENSMUSG00000026131	90	71	20	87	91	75
ENSMUSG00000103596	84	55	34	33	91	66
ENSMUSG00000099382	45	55	87	39	24	88
ENSMUSG00000084506	83	50	81	6	44	57
ENSMUSG00000103364	23	65	79	19	82	49
ENSMUSG00000105982	12	28	52	72	67	97
ENSMUSG00000096992	68	48	27	11	28	31
ENSMUSG00000103001	77	28	29	58	100	69
ENSMUSG00000104397	94	2	77	64	26	34
ENSMUSG00000102839	53	50	61	92	38	56
ENSMUSG00000101206	10	71	28	39	94	14
ENSMUSG00000101462	83	21	30	3	91	74
ENSMUSG00000102336	15	54	21	77	96	51
ENSMUSG00000092852	81	60	9	21	61	23
ENSMUSG00000042111	55	23	99	60	71	58
ENSMUSG00000101711	91	31	42	49	58	12
ENSMUSG00000026127	94	84	85	13	46	92
ENSMUSG00000026126	11	93	16	44	4	52
ENSMUSG00000100280	66	85	60	60	72	26
ENSMUSG00000101223	77	77	65	14	46	40
ENSMUSG00000026125	25	8	10	61	38	69
ENSMUSG00000101116	59	7	99	29	88	20
ENSMUSG00000026124	47	85	78	64	28	20
ENSMUSG00000101803	9	39	68	39	47	52
ENSMUSG00000037529	88	31	32	80	8	70
ENSMUSG00000045815	55	71	89	37	25	58
ENSMUSG00000045174	100	16	15	65	0	55
ENSMUSG00000100524	12	4	100	2	11	63
ENSMUSG00000102499	74	44	18	95	69	20
ENSMUSG00000103521	89	27	82	73	15	68
ENSMUSG00000104098	80	77	5	30	98	95
ENSMUSG00000037509	71	33	8	2	90	36
ENSMUSG00000102537	94	5	59	14	42	57
ENSMUSG00000102612	61	42	79	71	45	100
ENSMUSG00000104002	7	5	21	77	41	53
ENSMUSG00000037503	51	8	1	73	30	19
ENSMUSG00000104358	8	86	54	21	4	35
ENSMUSG00000026123	100	3	32	81	54	62
ENSMUSG00000103716	4	18	7	56	100	14
ENSMUSG00000103548	14	81	37	63	75	85
ENSMUSG00000103760	68	66	70	51	76	50
ENSMUSG00000103997	11	62	18	84	68	2
ENSMUSG00000077231	14	93	96	58	30	57
ENSMUSG00000104417	40	94	3	52	25	42
ENSMUSG00000064601	16	17	87	15	49	27
ENSMUSG00000101714	95	43	99	36	12	10
ENSMUSG00000102531	68	56	51	43	87	7
ENSMUSG00000103096	36	51	38	51	86	95
ENSMUSG00000102279	19	45	52	85	24	70
ENSMUSG00000103708	60	67	92	53	51	91
ENSMUSG00000104201	46	22	75	39	79	77
ENSMUSG00000102434	22	32	82	23	95	86
ENSMUSG00000045216	19	69	39	29	85	43
ENSMUSG00000104523	22	15	94	54	68	0
ENSMUSG00000102202	99	70	77	55	76	67
ENSMUSG00000037470	98	52	42	42	82	54
ENSMUSG00000098752	56	74	45	85	31	24
ENSMUSG00000047180	16	16	10	72	76	76
ENSMUSG00000037447	50	13	95	98	8	9
ENSMUSG00000102762	18	90	92	96	70	21
ENSMUSG00000010453	1	44	2	8	27	23
ENSMUSG00000098680	78	85	80	80	87	5
ENSMUSG00000037432	29	26	66	53	23	97
ENSMUSG00000001143	65	44	35	43	60	59
ENSMUSG00000037408	0	95	29	59	71	13
ENSMUSG00000104316	0	33	13	41	100	79
ENSMUSG00000106081	40	88	52	4	91	4
ENSMUSG00000001138	71	98	87	98	92	13
ENSMUSG00000102845	18	67	58	7	41	96
ENSMUSG00000067653	45	13	40	37	66	36
ENSMUSG00000109510	94	1	40	89	25	66
ENSMUSG00000079610	50	24	61	15	55	21
ENSMUSG00000026121	54	92	17	51	46	20
ENSMUSG00000087589	46	82	31	44	65	64
ENSMUSG00000046337	80	54	0	67	43	22
ENSMUSG00000089906	1	96	56	63	44	43
ENSMUSG00000077939	53	67	65	14	51	40
ENSMUSG00000061518	41	61	97	4	61	20
ENSMUSG00000037351	30	45	93	26	36	99
ENSMUSG00000102416	2	92	55	72	66	27
ENSMUSG00000104237	7	52	42	58	35	2
ENSMUSG00000026117	16	49	55	95	38	73
ENSMUSG00000097291	80	45	99	10	71	78
ENSMUSG00000026116	100	18	6	68	93	42
ENSMUSG00000103016	55	87	18	4	38	42
ENSMUSG00000102930	35	78	96	76	95	41
ENSMUSG00000103159	96	26	68	46	85	40
ENSMUSG00000080054	59	10	34	75	66	18
ENSMUSG00000095944	21	18	75	3	23	34
ENSMUSG00000050122	89	74	84	84	23	31
ENSMUSG00000103603	94	91	38	23	70	87
ENSMUSG00000026114	22	94	35	80	100	22
ENSMUSG00000102231	32	34	71	33	100	100
ENSMUSG00000026113	23	57	48	71	59	8
ENSMUSG00000086064	19	22	18	70	97	50
ENSMUSG00000102879	59	27	69	46	69	68
ENSMUSG00000026112	84	11	2	4	30	15
ENSMUSG00000026111	49	70	20	79	21	77
ENSMUSG00000026110	36	25	46	82	4	92
ENSMUSG00000103948	50	4	44	80	56	91
ENSMUSG00000087233	36	35	60	1	83	3
ENSMUSG00000026090	96	23	63	10	71	65
ENSMUSG00000089767	79	25	2	41	92	27
ENSMUSG00000104365	52	49	41	94	62	12
ENSMUSG00000102650	21	74	92	18	50	88
ENSMUSG00000060771	57	24	17	6	34	0
ENSMUSG00000097268	43	54	70	10	16	2
ENSMUSG00000037216	3	84	76	51	68	50
ENSMUSG00000026088	46	98	18	38	19	75
ENSMUSG00000026087	78	38	58	19	85	8
ENSMUSG00000061584	97	69	5	86	60	72
ENSMUSG00000087374	79	9	34	14	14	67
ENSMUSG00000026085	91	83	12	68	2	91
ENSMUSG00000089141	73	68	33	39	50	73
ENSMUSG00000058407	68	47	7	72	37	49
ENSMUSG00000026083	60	7	10	9	58	53
ENSMUSG00000026082	35	11	36	87	11	36
ENSMUSG00000103804	62	52	83	90	35	49
ENSMUSG00000102716	42	72	97	7	41	39
ENSMUSG00000037138	3	52	82	27	65	62
ENSMUSG00000085391	85	1	13	23	79	51
ENSMUSG00000085280	31	51	96	26	51	53
ENSMUSG00000087131	85	0	7	58	40	6
ENSMUSG00000102984	18	75	25	40	5	52
ENSMUSG00000102541	20	25	35	33	91	79
ENSMUSG00000103531	31	25	67	100	33	62
ENSMUSG00000048814	84	57	39	4	100	80
ENSMUSG00000026080	0	80	53	38	87	97
ENSMUSG00000103647	19	67	62	51	40	15
ENSMUSG00000102447	8	82	10	10	15	24
ENSMUSG00000067604	45	13	100	89	8	88
