Ensemble Gene ID	H21	H22	H23	K23	K24	K25
ENSMUSG00000086235	35	41	58	75	91	26
ENSMUSG00000102253	19	22	63	72	73	38
ENSMUSG00000093970	1	63	44	52	74	32
ENSMUSG00000103884	10	13	39	47	48	12
ENSMUSG00000084353	31	79	42	27	80	20
ENSMUSG00000103933	26	54	56	41	69	32
ENSMUSG00000076135	38	36	13	9	31	91
ENSMUSG00000086195	55	96	29	40	90	18
ENSMUSG00000104504	8	45	64	41	32	85
ENSMUSG00000066693	30	45	14	8	46	45
ENSMUSG00000102316	81	6	66	67	9	64
ENSMUSG00000103819	38	67	68	39	50	52
ENSMUSG00000102871	75	14	18	36	78	13
ENSMUSG00000101571	47	20	37	29	8	21
ENSMUSG00000104428	32	5	26	59	38	3
ENSMUSG00000102272	55	3	66	17	74	75
ENSMUSG00000065625	44	70	37	65	16	88
ENSMUSG00000103411	50	16	32	43	83	29
ENSMUSG00000061024	56	66	45	55	68	91
ENSMUSG00000025911	0	46	30	22	84	42
ENSMUSG00000079671	25	66	16	91	71	26
ENSMUSG00000081441	61	11	60	81	28	57
ENSMUSG00000067879	93	75	62	79	88	20
ENSMUSG00000099827	97	92	61	16	36	6
ENSMUSG00000025912	88	81	61	54	50	62
ENSMUSG00000045210	2	55	79	73	6	61
ENSMUSG00000097893	52	2	58	72	65	70
ENSMUSG00000025915	67	64	1	45	57	5
ENSMUSG00000046334	45	25	59	25	100	44
ENSMUSG00000088916	61	27	22	89	44	53
ENSMUSG00000046101	70	8	27	98	24	39
ENSMUSG00000098234	6	25	83	28	29	83
ENSMUSG00000093178	34	72	42	85	35	20
ENSMUSG00000099032	4	1	33	63	15	29
ENSMUSG00000104025	69	45	59	52	35	21
ENSMUSG00000025916	100	82	13	55	4	13
ENSMUSG00000087199	18	88	4	81	51	82
ENSMUSG00000095780	23	61	20	93	23	100
ENSMUSG00000025917	59	95	95	40	32	69
ENSMUSG00000056763	6	14	98	23	90	90
ENSMUSG00000102356	58	79	36	22	21	50
ENSMUSG00000067851	86	22	39	61	84	65
ENSMUSG00000088153	16	24	21	46	77	86
ENSMUSG00000102556	36	41	54	35	30	37
ENSMUSG00000042501	41	16	27	96	92	31
ENSMUSG00000103810	44	75	18	100	43	39
ENSMUSG00000083422	15	36	12	7	94	55
ENSMUSG00000094979	31	55	93	82	74	55
ENSMUSG00000081417	82	96	60	28	42	57
ENSMUSG00000103448	10	90	51	86	14	44
ENSMUSG00000100212	1	46	90	96	84	51
ENSMUSG00000100648	1	42	52	43	57	88
ENSMUSG00000088585	9	47	96	35	4	74
ENSMUSG00000048960	19	48	34	7	97	53
ENSMUSG00000077318	36	80	4	58	53	60
ENSMUSG00000101827	49	33	70	72	59	48
ENSMUSG00000103494	55	81	26	87	73	87
ENSMUSG00000057715	65	16	58	87	43	24
ENSMUSG00000103825	82	3	25	77	19	20
ENSMUSG00000099845	69	58	85	28	41	51
ENSMUSG00000103561	30	76	38	39	32	50
ENSMUSG00000101610	69	36	35	45	36	68
ENSMUSG00000093864	85	29	10	51	17	87
ENSMUSG00000098555	60	36	16	61	34	47
ENSMUSG00000097628	65	44	6	55	40	59
ENSMUSG00000098163	33	69	62	95	66	0
ENSMUSG00000097171	51	7	77	32	35	88
ENSMUSG00000101314	63	71	1	88	87	79
ENSMUSG00000016918	46	36	14	81	38	16
ENSMUSG00000025938	33	2	4	80	18	85
ENSMUSG00000104518	64	46	63	18	10	97
ENSMUSG00000069620	75	20	17	70	75	87
ENSMUSG00000099498	43	21	15	14	54	13
ENSMUSG00000042414	29	83	20	39	27	66
ENSMUSG00000005886	76	77	15	42	54	42
ENSMUSG00000103506	66	51	78	52	21	46
ENSMUSG00000103495	64	3	97	90	98	96
ENSMUSG00000099183	55	60	36	39	100	47
ENSMUSG00000102639	99	3	36	42	5	1
ENSMUSG00000104170	58	57	56	62	46	77
ENSMUSG00000087782	63	7	6	72	36	13
ENSMUSG00000103085	95	15	2	54	27	75
ENSMUSG00000102664	51	6	5	86	31	83
ENSMUSG00000101476	70	60	42	95	24	84
ENSMUSG00000101171	9	13	19	36	12	67
ENSMUSG00000025935	83	68	24	18	60	43
ENSMUSG00000025937	25	43	65	47	83	89
ENSMUSG00000102982	3	61	49	45	26	76
ENSMUSG00000067813	42	38	88	1	94	46
ENSMUSG00000077368	81	32	66	96	29	71
ENSMUSG00000097711	74	100	28	42	18	5
ENSMUSG00000102166	43	84	95	69	19	36
ENSMUSG00000089358	29	43	29	63	95	72
ENSMUSG00000104209	14	81	39	57	53	68
ENSMUSG00000025932	33	2	85	82	100	78
ENSMUSG00000095853	36	75	29	97	4	87
ENSMUSG00000102588	5	70	37	0	42	41
ENSMUSG00000054493	54	78	89	12	10	54
ENSMUSG00000025930	49	23	94	9	38	75
ENSMUSG00000103492	42	55	94	27	45	97
ENSMUSG00000081201	99	85	51	14	63	7
ENSMUSG00000082193	77	98	86	40	97	68
ENSMUSG00000032769	63	95	90	34	34	64
ENSMUSG00000088159	15	65	89	82	83	12
ENSMUSG00000073737	77	18	42	15	64	86
ENSMUSG00000092083	5	53	5	20	40	67
ENSMUSG00000102937	52	58	78	16	11	14
ENSMUSG00000104149	82	34	37	62	49	22
ENSMUSG00000088829	39	69	22	83	18	21
ENSMUSG00000077377	61	40	2	80	51	51
ENSMUSG00000101652	81	78	64	0	69	7
ENSMUSG00000100814	36	95	6	74	77	83
ENSMUSG00000025925	43	0	24	69	1	46
ENSMUSG00000104379	69	100	79	43	74	23
ENSMUSG00000032719	14	21	0	55	33	74
ENSMUSG00000088943	98	3	38	11	27	80
ENSMUSG00000100652	29	28	17	40	12	92
ENSMUSG00000067795	80	22	63	68	9	82
ENSMUSG00000043716	93	4	74	18	10	18
ENSMUSG00000025921	43	50	93	71	31	44
ENSMUSG00000104165	20	15	47	52	46	34
ENSMUSG00000100868	6	96	73	59	85	30
ENSMUSG00000025920	36	58	40	10	5	1
ENSMUSG00000089982	27	55	63	77	88	25
ENSMUSG00000025939	85	79	58	91	16	31
ENSMUSG00000102457	60	18	9	57	45	37
ENSMUSG00000079658	74	99	56	89	82	66
ENSMUSG00000097744	89	82	51	57	10	10
ENSMUSG00000100959	52	52	4	11	23	73
ENSMUSG00000025940	91	68	42	75	15	80
ENSMUSG00000025779	13	81	41	53	31	3
ENSMUSG00000100093	81	92	61	48	17	0
ENSMUSG00000091020	41	21	43	33	20	78
ENSMUSG00000101640	36	75	74	92	40	8
ENSMUSG00000104133	80	7	59	40	71	78
ENSMUSG00000042686	86	1	34	23	89	84
ENSMUSG00000100110	69	90	25	21	71	29
ENSMUSG00000025777	43	42	73	52	57	22
ENSMUSG00000099899	65	65	88	72	35	24
ENSMUSG00000100272	100	1	25	74	33	74
ENSMUSG00000100398	52	44	16	72	89	44
ENSMUSG00000101589	41	78	49	26	7	25
ENSMUSG00000102048	56	71	96	95	67	10
ENSMUSG00000089534	21	57	15	70	29	59
ENSMUSG00000067780	62	6	39	81	0	20
ENSMUSG00000100053	41	56	1	50	8	61
ENSMUSG00000085125	11	66	85	84	11	31
ENSMUSG00000025776	84	44	85	40	81	3
ENSMUSG00000099895	20	11	51	43	65	39
ENSMUSG00000100554	58	29	90	26	75	10
ENSMUSG00000099473	95	28	18	19	44	84
ENSMUSG00000099591	63	84	39	88	21	22
ENSMUSG00000109887	3	28	49	75	16	85
ENSMUSG00000102001	80	14	83	12	27	74
ENSMUSG00000101717	14	11	18	98	4	41
ENSMUSG00000025774	60	38	85	29	73	30
ENSMUSG00000070977	96	57	19	14	59	83
ENSMUSG00000073735	26	18	47	15	3	13
ENSMUSG00000067773	33	15	50	92	37	67
ENSMUSG00000101685	23	62	45	35	10	87
ENSMUSG00000101738	27	12	38	5	5	99
ENSMUSG00000101306	15	91	6	15	87	19
ENSMUSG00000088800	44	6	45	85	64	86
ENSMUSG00000101644	61	59	62	69	2	25
ENSMUSG00000099433	93	47	74	27	23	25
ENSMUSG00000089787	100	64	14	73	51	52
ENSMUSG00000042596	71	60	10	74	8	62
ENSMUSG00000100720	26	10	97	55	68	66
ENSMUSG00000025927	37	49	73	2	62	36
ENSMUSG00000100538	40	87	16	86	84	87
ENSMUSG00000101117	70	7	52	91	38	2
ENSMUSG00000100204	55	100	1	21	48	30
ENSMUSG00000084668	24	63	96	30	52	20
ENSMUSG00000102597	87	82	65	41	100	38
ENSMUSG00000043760	56	69	14	75	24	6
ENSMUSG00000104095	42	7	20	12	48	36
ENSMUSG00000089914	8	47	3	67	44	26
ENSMUSG00000090142	17	57	86	33	7	28
ENSMUSG00000070175	66	65	26	84	44	54
ENSMUSG00000065559	4	56	70	32	38	75
ENSMUSG00000099906	50	60	93	64	72	73
ENSMUSG00000065480	19	46	66	50	1	67
ENSMUSG00000025929	4	82	54	94	64	90
ENSMUSG00000041872	32	66	47	33	67	18
ENSMUSG00000041859	68	84	23	60	74	13
ENSMUSG00000099714	32	91	74	35	69	22
ENSMUSG00000102121	75	99	95	55	33	61
ENSMUSG00000088858	60	39	39	42	21	48
ENSMUSG00000097934	78	11	99	36	28	63
ENSMUSG00000025931	98	97	55	53	33	56
ENSMUSG00000077314	64	82	48	48	54	80
ENSMUSG00000100929	74	71	48	67	20	36
ENSMUSG00000041809	88	42	81	23	33	66
ENSMUSG00000041779	24	96	42	60	65	23
ENSMUSG00000099971	52	24	76	33	2	21
ENSMUSG00000100819	74	97	82	84	96	51
ENSMUSG00000025933	77	90	4	7	46	75
ENSMUSG00000102633	86	18	37	0	68	93
ENSMUSG00000025934	78	62	99	48	98	52
ENSMUSG00000099343	21	19	59	33	45	74
ENSMUSG00000096375	1	76	38	91	74	91
ENSMUSG00000025936	50	66	35	71	76	46
ENSMUSG00000093963	9	13	37	10	72	93
ENSMUSG00000067750	98	7	4	96	53	68
ENSMUSG00000086194	53	62	40	77	41	49
ENSMUSG00000094436	68	73	53	69	33	44
ENSMUSG00000041722	90	18	30	19	32	28
ENSMUSG00000085507	30	30	41	53	1	51
ENSMUSG00000094926	22	46	65	8	36	18
ENSMUSG00000085079	81	50	67	72	7	73
ENSMUSG00000085679	27	18	12	87	35	58
ENSMUSG00000028033	70	89	12	81	29	99
ENSMUSG00000104138	39	46	88	29	66	26
ENSMUSG00000082935	99	20	34	12	60	1
ENSMUSG00000103748	48	23	1	97	5	22
ENSMUSG00000097109	85	25	73	27	62	32
ENSMUSG00000099692	47	20	19	77	98	22
ENSMUSG00000100418	16	32	89	25	81	84
ENSMUSG00000041670	2	45	28	21	26	7
ENSMUSG00000097642	40	18	41	69	47	21
ENSMUSG00000101468	71	92	3	89	32	17
ENSMUSG00000101227	77	51	20	70	71	68
ENSMUSG00000073730	77	28	28	44	86	59
ENSMUSG00000089553	60	9	95	45	81	0
ENSMUSG00000102766	14	98	84	88	14	4
ENSMUSG00000065405	46	35	21	3	43	70
ENSMUSG00000097970	21	1	1	10	71	85
ENSMUSG00000065567	18	72	50	40	49	99
ENSMUSG00000100775	44	76	46	65	91	96
ENSMUSG00000101226	55	68	21	87	97	49
ENSMUSG00000026158	77	61	14	69	27	0
ENSMUSG00000097920	82	56	18	45	89	63
ENSMUSG00000099503	80	52	22	81	73	23
ENSMUSG00000026156	59	92	17	66	16	91
ENSMUSG00000026155	100	67	50	78	41	61
ENSMUSG00000026154	56	66	40	83	2	2
ENSMUSG00000102495	36	21	65	55	59	2
ENSMUSG00000026153	76	29	79	69	78	60
ENSMUSG00000102398	97	44	72	26	64	73
ENSMUSG00000097670	55	24	83	20	17	13
ENSMUSG00000026147	84	46	83	70	95	76
ENSMUSG00000026141	44	47	14	1	9	46
ENSMUSG00000077463	66	91	22	8	20	35
ENSMUSG00000099997	35	43	72	6	26	16
ENSMUSG00000100131	48	36	83	39	40	74
ENSMUSG00000067736	73	69	76	10	43	73
ENSMUSG00000101939	75	41	35	82	76	77
ENSMUSG00000101111	79	92	36	6	40	68
ENSMUSG00000100862	95	72	77	44	16	89
ENSMUSG00000102070	17	51	100	44	32	5
ENSMUSG00000101249	1	85	90	86	72	64
ENSMUSG00000073725	38	84	59	57	11	52
ENSMUSG00000100808	45	74	66	95	14	85
ENSMUSG00000100483	0	72	96	79	33	6
ENSMUSG00000100450	66	24	53	15	9	5
ENSMUSG00000099392	65	73	55	65	11	83
ENSMUSG00000033569	64	4	90	0	51	84
ENSMUSG00000080849	93	46	18	60	58	84
ENSMUSG00000104257	66	30	2	9	46	79
ENSMUSG00000096866	34	76	32	21	64	8
ENSMUSG00000102296	64	56	28	5	78	1
ENSMUSG00000103209	88	94	37	60	57	57
ENSMUSG00000104027	81	84	14	93	40	74
ENSMUSG00000102407	45	48	77	55	56	38
ENSMUSG00000103214	47	42	21	88	96	80
ENSMUSG00000104100	18	95	99	9	65	54
ENSMUSG00000084740	27	70	14	26	28	40
ENSMUSG00000103889	29	53	79	39	73	14
ENSMUSG00000101301	59	41	80	84	48	58
ENSMUSG00000104221	33	47	40	6	13	78
ENSMUSG00000102250	94	95	71	23	28	48
ENSMUSG00000102317	42	36	23	57	85	35
ENSMUSG00000103563	72	70	3	96	57	64
ENSMUSG00000102465	26	12	82	74	53	22
ENSMUSG00000102659	31	9	25	44	72	100
ENSMUSG00000103924	58	10	2	55	90	64
ENSMUSG00000104132	61	21	16	83	22	58
ENSMUSG00000102747	83	35	93	83	50	71
ENSMUSG00000102386	24	37	4	68	48	22
ENSMUSG00000103004	1	76	83	47	99	70
ENSMUSG00000104516	70	33	30	24	97	62
ENSMUSG00000101618	22	12	95	84	30	33
ENSMUSG00000099458	47	6	25	35	6	3
ENSMUSG00000088111	34	63	91	9	66	18
ENSMUSG00000073722	27	95	17	25	54	70
ENSMUSG00000095256	85	63	26	24	76	27
ENSMUSG00000100310	76	17	35	7	10	48
ENSMUSG00000101514	70	50	28	93	11	14
ENSMUSG00000101033	56	85	72	12	51	13
ENSMUSG00000101372	41	13	58	88	38	88
ENSMUSG00000103241	96	58	28	70	67	68
ENSMUSG00000086240	87	52	3	34	23	71
ENSMUSG00000048411	25	55	54	83	26	37
ENSMUSG00000081557	3	97	73	78	35	70
ENSMUSG00000058590	64	79	41	15	27	32
ENSMUSG00000101235	47	0	12	72	79	96
ENSMUSG00000064433	74	49	52	87	60	3
ENSMUSG00000080625	97	13	5	14	67	91
ENSMUSG00000080391	93	2	89	47	34	14
ENSMUSG00000099257	73	69	36	16	48	41
ENSMUSG00000099492	34	75	92	76	86	33
ENSMUSG00000101726	64	57	23	36	80	73
ENSMUSG00000096829	7	70	38	90	38	81
ENSMUSG00000098883	39	99	60	61	71	83
ENSMUSG00000053185	64	25	5	14	41	56
ENSMUSG00000100261	24	41	7	7	90	76
ENSMUSG00000101180	100	84	18	79	66	55
ENSMUSG00000048874	70	80	98	96	11	50
ENSMUSG00000103783	91	92	13	86	8	61
ENSMUSG00000104315	93	97	15	18	40	3
ENSMUSG00000026064	9	87	53	44	72	81
ENSMUSG00000086151	30	96	32	55	69	26
ENSMUSG00000086726	96	43	92	45	86	89
ENSMUSG00000087346	77	67	74	34	87	53
ENSMUSG00000100371	94	39	37	40	31	60
ENSMUSG00000100237	23	39	43	48	42	92
ENSMUSG00000098529	62	88	49	67	96	22
ENSMUSG00000086727	52	63	1	74	93	4
ENSMUSG00000100910	63	51	60	100	25	14
ENSMUSG00000099796	49	3	20	63	44	58
ENSMUSG00000050217	34	43	23	29	34	25
ENSMUSG00000026063	6	35	15	89	7	27
ENSMUSG00000077664	83	70	18	72	39	54
ENSMUSG00000100205	91	0	98	18	21	84
ENSMUSG00000100592	99	90	21	49	42	33
ENSMUSG00000094215	66	16	15	28	50	60
ENSMUSG00000101093	29	18	4	21	68	8
ENSMUSG00000070960	20	16	75	84	56	82
ENSMUSG00000088620	2	18	87	97	20	27
ENSMUSG00000082159	88	3	17	87	87	90
ENSMUSG00000026058	53	12	50	66	0	22
ENSMUSG00000064688	28	6	56	94	75	2
ENSMUSG00000103482	44	21	32	100	12	25
ENSMUSG00000104498	8	99	78	82	92	50
ENSMUSG00000104313	28	94	31	50	83	37
ENSMUSG00000102865	1	70	37	52	14	43
ENSMUSG00000102321	88	82	59	38	62	38
ENSMUSG00000091318	11	62	68	10	9	18
ENSMUSG00000089489	19	43	66	90	64	61
ENSMUSG00000104433	91	86	59	9	35	9
ENSMUSG00000089395	84	21	4	7	6	75
ENSMUSG00000102926	92	81	20	5	75	15
ENSMUSG00000100497	2	46	42	85	82	60
ENSMUSG00000102917	42	64	68	18	37	10
ENSMUSG00000100481	28	87	50	54	5	4
ENSMUSG00000100590	34	24	74	46	68	37
ENSMUSG00000088750	48	91	47	0	37	58
ENSMUSG00000104230	94	58	77	76	28	71
ENSMUSG00000101754	54	45	97	62	21	43
ENSMUSG00000065223	97	9	15	19	17	49
ENSMUSG00000100318	90	17	29	30	25	78
ENSMUSG00000101612	15	35	83	83	85	38
ENSMUSG00000065260	50	69	42	94	54	38
ENSMUSG00000026134	60	7	46	28	2	74
ENSMUSG00000101682	9	62	89	33	61	29
ENSMUSG00000102714	50	65	10	66	42	64
ENSMUSG00000102093	13	70	91	71	24	18
ENSMUSG00000103746	31	32	83	28	29	13
ENSMUSG00000102198	38	44	86	2	44	18
ENSMUSG00000004768	18	2	60	2	13	77
ENSMUSG00000042215	65	71	32	74	44	16
ENSMUSG00000103072	19	22	31	100	68	69
ENSMUSG00000042197	79	25	87	73	94	69
ENSMUSG00000081402	20	47	68	84	32	76
ENSMUSG00000042182	72	19	70	52	68	91
ENSMUSG00000104416	81	1	85	49	32	24
ENSMUSG00000026131	77	90	51	58	45	83
ENSMUSG00000103596	14	60	51	51	43	83
ENSMUSG00000099382	26	63	11	3	17	83
ENSMUSG00000084506	44	75	3	20	93	32
ENSMUSG00000103364	21	69	47	67	67	34
ENSMUSG00000105982	60	87	44	100	65	58
ENSMUSG00000096992	27	0	35	83	39	18
ENSMUSG00000103001	78	52	42	27	10	66
ENSMUSG00000104397	0	18	36	35	58	14
ENSMUSG00000102839	86	7	22	50	58	67
ENSMUSG00000101206	12	74	69	17	5	73
ENSMUSG00000101462	13	81	48	54	1	85
ENSMUSG00000102336	31	48	9	55	92	24
ENSMUSG00000092852	11	69	13	36	81	48
ENSMUSG00000042111	91	21	6	62	93	14
ENSMUSG00000101711	20	17	97	54	2	16
ENSMUSG00000026127	88	76	99	73	82	61
ENSMUSG00000026126	39	13	55	77	2	29
ENSMUSG00000100280	51	57	42	22	33	20
ENSMUSG00000101223	48	98	24	74	17	35
ENSMUSG00000026125	28	35	94	23	30	45
ENSMUSG00000101116	75	20	91	55	54	48
ENSMUSG00000026124	71	89	82	15	88	42
ENSMUSG00000101803	93	65	68	90	59	88
ENSMUSG00000037529	44	80	75	70	63	56
ENSMUSG00000045815	60	71	17	65	8	25
ENSMUSG00000045174	15	91	57	11	36	1
ENSMUSG00000100524	9	6	86	69	86	78
ENSMUSG00000102499	30	5	48	95	50	47
ENSMUSG00000103521	62	33	17	47	74	74
ENSMUSG00000104098	49	37	41	16	45	13
ENSMUSG00000037509	83	70	30	77	14	32
ENSMUSG00000102537	83	42	37	98	7	74
ENSMUSG00000102612	16	58	36	40	23	37
ENSMUSG00000104002	20	97	21	86	93	66
ENSMUSG00000037503	36	40	92	10	35	20
ENSMUSG00000104358	87	2	15	68	76	28
ENSMUSG00000026123	60	77	94	81	37	6
ENSMUSG00000103716	30	20	79	21	86	100
ENSMUSG00000103548	44	74	76	48	29	40
ENSMUSG00000103760	37	61	4	16	10	51
ENSMUSG00000103997	83	38	54	61	76	11
ENSMUSG00000077231	46	44	92	91	36	22
ENSMUSG00000104417	65	53	36	59	77	23
ENSMUSG00000064601	89	81	14	75	41	50
ENSMUSG00000101714	93	82	66	44	4	35
ENSMUSG00000102531	74	91	76	15	66	62
ENSMUSG00000103096	15	9	36	3	37	19
ENSMUSG00000102279	62	52	67	52	48	63
ENSMUSG00000103708	78	66	83	52	13	69
ENSMUSG00000104201	55	79	5	94	79	97
ENSMUSG00000102434	25	41	21	33	58	57
ENSMUSG00000045216	62	7	64	40	86	71
ENSMUSG00000104523	97	34	64	27	62	0
ENSMUSG00000102202	89	96	81	63	91	23
ENSMUSG00000037470	87	24	78	88	81	64
ENSMUSG00000098752	4	22	56	42	30	52
ENSMUSG00000047180	92	48	93	73	41	50
ENSMUSG00000037447	96	88	98	29	48	42
ENSMUSG00000102762	59	43	35	21	52	89
ENSMUSG00000010453	75	59	80	35	18	16
ENSMUSG00000098680	75	76	56	42	12	82
ENSMUSG00000037432	85	9	100	75	57	59
ENSMUSG00000001143	54	14	83	87	0	17
ENSMUSG00000037408	55	54	28	41	42	84
ENSMUSG00000104316	92	23	52	23	94	90
ENSMUSG00000106081	63	50	36	55	15	28
ENSMUSG00000001138	78	26	45	75	0	79
ENSMUSG00000102845	86	11	36	16	65	52
ENSMUSG00000067653	35	93	34	43	58	88
ENSMUSG00000109510	84	2	58	100	57	100
ENSMUSG00000079610	74	87	85	61	99	76
ENSMUSG00000026121	8	91	68	50	24	31
ENSMUSG00000087589	76	46	30	75	33	23
ENSMUSG00000046337	55	75	7	79	32	8
ENSMUSG00000089906	34	70	1	5	27	49
ENSMUSG00000077939	8	21	68	77	28	94
ENSMUSG00000061518	83	88	91	70	82	75
ENSMUSG00000037351	66	31	34	17	84	55
ENSMUSG00000102416	84	74	6	54	19	54
ENSMUSG00000104237	20	18	85	94	94	38
ENSMUSG00000026117	70	56	39	32	60	100
ENSMUSG00000097291	64	89	65	8	17	83
ENSMUSG00000026116	75	84	57	0	69	24
ENSMUSG00000103016	4	53	33	50	11	91
ENSMUSG00000102930	76	37	17	39	75	59
ENSMUSG00000103159	88	68	31	35	85	66
ENSMUSG00000080054	89	31	39	55	99	24
ENSMUSG00000095944	50	60	1	63	61	65
ENSMUSG00000050122	7	15	44	14	88	5
ENSMUSG00000103603	71	73	51	78	31	71
ENSMUSG00000026114	100	50	89	53	89	17
ENSMUSG00000102231	85	85	76	36	54	39
ENSMUSG00000026113	16	80	87	98	97	42
ENSMUSG00000086064	53	19	12	79	100	62
ENSMUSG00000102879	73	27	54	3	47	50
ENSMUSG00000026112	11	90	82	91	57	9
ENSMUSG00000026111	96	31	29	54	60	60
ENSMUSG00000026110	59	44	99	67	36	56
ENSMUSG00000103948	66	1	58	76	46	57
ENSMUSG00000087233	51	3	85	60	76	72
ENSMUSG00000026090	89	89	5	55	56	35
ENSMUSG00000089767	69	72	80	100	41	70
ENSMUSG00000104365	51	36	25	42	19	88
ENSMUSG00000102650	97	91	10	32	1	11
ENSMUSG00000060771	85	83	21	5	81	31
ENSMUSG00000097268	50	82	7	34	76	39
ENSMUSG00000037216	33	90	71	27	9	35
ENSMUSG00000026088	55	33	69	44	32	67
ENSMUSG00000026087	65	94	91	17	34	17
ENSMUSG00000061584	40	35	1	82	76	0
ENSMUSG00000087374	58	5	34	100	6	13
ENSMUSG00000026085	43	62	83	80	64	47
ENSMUSG00000089141	88	61	74	59	51	92
ENSMUSG00000058407	43	41	65	66	83	95
ENSMUSG00000026083	50	5	62	20	19	16
ENSMUSG00000026082	9	7	33	42	70	14
ENSMUSG00000103804	15	54	66	93	91	36
ENSMUSG00000102716	65	71	57	36	68	20
ENSMUSG00000037138	46	7	30	81	71	12
ENSMUSG00000085391	62	68	21	66	72	56
ENSMUSG00000085280	39	45	95	60	91	100
ENSMUSG00000087131	54	32	80	45	66	13
ENSMUSG00000102984	8	34	80	60	9	15
ENSMUSG00000102541	78	73	78	27	25	91
ENSMUSG00000103531	32	6	67	30	63	98
ENSMUSG00000048814	14	87	3	48	12	81
ENSMUSG00000026080	38	31	79	45	21	19
ENSMUSG00000103647	57	29	66	43	45	88
ENSMUSG00000102447	56	64	22	13	14	74
ENSMUSG00000067604	28	36	30	74	94	76
