Ensemble Gene ID	H11	H12	H13	K12	K13	K14
ENSMUSG00000025917	52	15	4	57	60	57
ENSMUSG00000056763	29	61	17	58	3	57
ENSMUSG00000102356	60	75	99	91	8	9
ENSMUSG00000067851	81	68	78	5	72	27
ENSMUSG00000088153	52	82	50	80	74	80
ENSMUSG00000102556	15	34	59	22	7	47
ENSMUSG00000042501	55	27	24	27	98	26
ENSMUSG00000103810	8	30	61	11	27	94
ENSMUSG00000083422	1	3	43	40	57	37
ENSMUSG00000094979	11	76	85	79	21	2
ENSMUSG00000081417	39	70	37	92	64	19
ENSMUSG00000103448	88	84	36	74	60	73
ENSMUSG00000100212	73	39	51	26	91	33
ENSMUSG00000100648	42	93	62	83	43	60
ENSMUSG00000088585	67	79	20	88	4	19
ENSMUSG00000048960	97	78	67	34	14	17
ENSMUSG00000077318	19	97	99	88	34	84
ENSMUSG00000101827	32	38	99	5	76	55
ENSMUSG00000103494	87	25	64	100	62	25
ENSMUSG00000057715	95	51	52	64	49	53
ENSMUSG00000103825	87	2	44	71	84	29
ENSMUSG00000099845	95	83	8	3	100	74
ENSMUSG00000103561	94	65	22	58	10	42
ENSMUSG00000101610	62	81	81	66	7	43
ENSMUSG00000093864	15	5	49	53	80	18
ENSMUSG00000098555	59	35	74	98	33	91
ENSMUSG00000097628	85	53	87	72	58	18
ENSMUSG00000098163	90	16	37	88	20	14
ENSMUSG00000097171	37	55	83	6	89	75
ENSMUSG00000101314	44	32	63	85	94	5
ENSMUSG00000016918	34	58	17	71	38	19
ENSMUSG00000025938	68	28	90	27	65	13
ENSMUSG00000104518	13	43	51	66	69	24
ENSMUSG00000069620	18	2	51	99	45	36
ENSMUSG00000099498	33	23	53	20	23	8
ENSMUSG00000042414	8	42	79	67	12	51
ENSMUSG00000005886	33	11	54	79	53	26
ENSMUSG00000103506	46	79	77	30	61	13
ENSMUSG00000103495	34	89	5	38	61	19
ENSMUSG00000099183	69	31	65	35	82	86
ENSMUSG00000102639	20	66	40	71	76	74
ENSMUSG00000104170	7	59	22	75	77	77
ENSMUSG00000087782	83	58	19	23	83	32
ENSMUSG00000103085	76	45	70	19	19	4
ENSMUSG00000102664	83	15	80	0	64	82
ENSMUSG00000101476	97	29	74	43	8	0
ENSMUSG00000101171	60	80	79	66	1	86
ENSMUSG00000025935	18	76	78	25	38	84
ENSMUSG00000025937	12	63	64	53	7	87
ENSMUSG00000102982	40	55	80	45	10	98
ENSMUSG00000067813	18	88	13	6	67	47
ENSMUSG00000077368	62	75	68	68	3	81
ENSMUSG00000097711	6	60	86	86	69	68
ENSMUSG00000102166	14	39	72	17	24	8
ENSMUSG00000089358	23	68	53	91	65	0
ENSMUSG00000104209	16	27	69	40	64	92
ENSMUSG00000025932	83	79	29	52	4	63
ENSMUSG00000095853	80	49	55	68	91	100
ENSMUSG00000102588	74	94	21	65	9	99
ENSMUSG00000054493	92	0	51	90	29	20
ENSMUSG00000025930	69	34	32	53	11	47
ENSMUSG00000103492	91	65	42	90	88	71
ENSMUSG00000081201	9	3	93	18	96	3
ENSMUSG00000082193	91	69	82	99	8	1
ENSMUSG00000032769	12	62	83	0	21	27
ENSMUSG00000088159	18	55	78	85	97	34
ENSMUSG00000073737	18	63	82	91	55	78
ENSMUSG00000092083	59	14	71	31	27	37
ENSMUSG00000102937	34	56	27	24	69	58
ENSMUSG00000104149	79	26	86	46	70	25
ENSMUSG00000088829	60	26	2	15	41	25
ENSMUSG00000077377	7	6	34	87	75	86
ENSMUSG00000101652	84	73	45	89	34	81
ENSMUSG00000100814	46	29	43	71	94	8
ENSMUSG00000025925	25	100	10	97	73	4
ENSMUSG00000104379	84	38	82	82	84	32
ENSMUSG00000032719	43	65	25	26	19	80
ENSMUSG00000088943	16	9	95	29	90	64
ENSMUSG00000100652	36	78	30	65	14	59
ENSMUSG00000067795	33	45	29	85	8	89
ENSMUSG00000043716	37	40	68	22	2	60
ENSMUSG00000025921	62	58	85	92	49	95
ENSMUSG00000104165	94	35	48	34	89	42
ENSMUSG00000100868	35	83	29	73	97	91
ENSMUSG00000025920	45	3	21	96	46	48
ENSMUSG00000089982	70	40	57	76	97	45
ENSMUSG00000025939	61	52	36	80	93	16
ENSMUSG00000102457	58	7	56	25	31	45
ENSMUSG00000079658	17	36	21	65	65	42
ENSMUSG00000097744	72	32	47	83	58	90
ENSMUSG00000100959	80	18	15	77	70	87
ENSMUSG00000025940	81	69	84	94	34	44
ENSMUSG00000025779	83	77	5	99	32	64
ENSMUSG00000100093	88	60	87	36	17	59
ENSMUSG00000091020	78	71	32	47	88	59
ENSMUSG00000101640	88	81	85	58	0	47
ENSMUSG00000104133	46	17	49	22	14	84
ENSMUSG00000042686	24	81	54	49	58	18
ENSMUSG00000100110	72	25	98	19	92	55
ENSMUSG00000025777	65	72	90	64	72	10
ENSMUSG00000099899	100	54	23	30	37	74
ENSMUSG00000100272	49	39	38	59	14	79
ENSMUSG00000100398	97	23	69	39	30	77
ENSMUSG00000101589	3	50	41	71	13	90
ENSMUSG00000102048	32	47	6	25	7	78
ENSMUSG00000089534	51	100	33	58	6	72
ENSMUSG00000067780	37	47	32	47	61	95
ENSMUSG00000100053	83	47	75	69	55	79
ENSMUSG00000085125	74	66	44	72	97	6
ENSMUSG00000025776	1	6	62	49	26	37
ENSMUSG00000099895	66	75	69	41	30	69
ENSMUSG00000100554	53	64	32	65	43	16
ENSMUSG00000099473	35	87	74	21	50	1
ENSMUSG00000099591	59	70	7	59	20	35
ENSMUSG00000109887	25	4	0	4	95	8
ENSMUSG00000102001	68	46	100	27	81	11
ENSMUSG00000101717	42	29	57	59	95	98
ENSMUSG00000025774	71	95	15	92	3	79
ENSMUSG00000070977	62	76	56	76	53	76
ENSMUSG00000073735	55	72	57	61	46	39
ENSMUSG00000067773	79	2	95	68	55	43
ENSMUSG00000101685	20	52	23	48	63	90
ENSMUSG00000101738	87	69	61	86	36	30
ENSMUSG00000101306	66	39	86	16	75	75
ENSMUSG00000088800	14	25	68	44	29	52
ENSMUSG00000101644	22	86	25	72	38	10
ENSMUSG00000099433	25	78	74	57	15	83
ENSMUSG00000089787	31	43	29	5	13	26
ENSMUSG00000042596	72	6	87	11	72	45
ENSMUSG00000100720	88	94	53	39	26	17
ENSMUSG00000025927	58	12	1	44	88	35
ENSMUSG00000100538	13	20	93	91	65	19
ENSMUSG00000101117	88	8	16	52	46	29
ENSMUSG00000100204	27	19	40	19	42	86
ENSMUSG00000084668	10	16	35	15	63	48
ENSMUSG00000102597	49	22	21	86	58	30
ENSMUSG00000043760	46	94	59	3	87	61
ENSMUSG00000104095	48	1	88	36	15	13
ENSMUSG00000089914	70	28	5	6	89	35
ENSMUSG00000090142	13	78	87	56	74	34
ENSMUSG00000070175	56	38	54	50	69	3
ENSMUSG00000065559	5	18	76	21	17	0
ENSMUSG00000099906	2	87	70	14	96	68
ENSMUSG00000065480	44	62	66	40	51	81
ENSMUSG00000025929	21	93	41	0	93	87
ENSMUSG00000041872	32	60	27	42	86	81
ENSMUSG00000041859	80	97	17	20	19	37
ENSMUSG00000099714	7	8	5	67	42	72
ENSMUSG00000102121	58	81	13	100	52	21
ENSMUSG00000088858	89	36	85	6	69	62
ENSMUSG00000097934	56	35	39	80	36	54
ENSMUSG00000025931	63	81	99	5	31	63
ENSMUSG00000077314	62	37	29	80	45	95
ENSMUSG00000100929	87	89	3	37	39	72
ENSMUSG00000041809	42	2	95	20	57	99
ENSMUSG00000041779	98	20	23	4	42	90
ENSMUSG00000099971	13	75	66	92	41	48
ENSMUSG00000100819	72	85	55	44	100	12
ENSMUSG00000025933	53	42	0	17	99	25
ENSMUSG00000102633	37	55	43	7	76	80
ENSMUSG00000025934	8	11	19	87	8	25
ENSMUSG00000099343	60	0	51	98	91	65
ENSMUSG00000096375	73	19	56	10	70	66
ENSMUSG00000025936	87	16	10	46	36	9
ENSMUSG00000093963	65	78	90	3	97	63
ENSMUSG00000067750	16	27	50	0	69	17
ENSMUSG00000086194	45	0	95	43	36	70
ENSMUSG00000094436	93	92	53	49	75	81
ENSMUSG00000041722	61	16	74	91	95	58
ENSMUSG00000085507	13	60	14	97	76	41
ENSMUSG00000094926	36	6	12	70	68	17
ENSMUSG00000085079	43	32	9	16	22	27
ENSMUSG00000085679	2	9	90	40	71	68
ENSMUSG00000028033	13	31	35	16	34	100
ENSMUSG00000104138	23	55	64	84	33	20
ENSMUSG00000082935	29	81	30	0	24	98
ENSMUSG00000103748	24	94	35	34	8	51
ENSMUSG00000097109	40	89	57	78	99	67
ENSMUSG00000099692	57	34	13	16	33	32
ENSMUSG00000100418	56	89	63	33	2	36
ENSMUSG00000041670	95	61	29	22	73	33
ENSMUSG00000097642	8	100	88	83	13	16
ENSMUSG00000101468	6	36	18	42	35	91
ENSMUSG00000101227	1	45	14	30	34	67
ENSMUSG00000073730	43	97	44	43	38	100
ENSMUSG00000089553	50	66	75	35	11	24
ENSMUSG00000102766	35	83	19	8	52	99
ENSMUSG00000065405	7	76	75	39	69	92
ENSMUSG00000097970	96	85	61	37	18	75
ENSMUSG00000065567	97	30	29	67	62	82
ENSMUSG00000100775	94	41	42	43	23	27
ENSMUSG00000101226	73	13	13	74	8	48
ENSMUSG00000026158	62	86	90	2	60	6
ENSMUSG00000097920	62	6	51	57	43	7
ENSMUSG00000099503	59	20	26	40	24	21
ENSMUSG00000026156	87	59	21	26	81	68
ENSMUSG00000026155	30	72	81	21	62	29
ENSMUSG00000026154	33	69	63	6	95	12
ENSMUSG00000102495	77	86	60	0	52	62
ENSMUSG00000026153	89	37	96	55	59	47
ENSMUSG00000102398	60	3	50	28	37	31
ENSMUSG00000097670	30	19	66	3	7	81
ENSMUSG00000026147	5	83	20	34	82	42
ENSMUSG00000026141	39	47	32	56	13	69
ENSMUSG00000077463	43	92	40	13	7	66
ENSMUSG00000099997	100	87	19	88	53	57
ENSMUSG00000100131	27	42	83	77	26	97
ENSMUSG00000067736	4	17	42	84	51	85
ENSMUSG00000101939	40	2	0	52	86	17
ENSMUSG00000101111	35	7	66	44	0	51
ENSMUSG00000100862	80	76	97	41	59	37
ENSMUSG00000102070	70	22	13	33	57	46
ENSMUSG00000101249	81	96	86	34	52	42
ENSMUSG00000073725	22	64	1	31	96	74
ENSMUSG00000100808	15	90	5	84	100	45
ENSMUSG00000100483	69	60	24	27	14	15
ENSMUSG00000100450	89	54	75	98	11	100
ENSMUSG00000099392	99	3	90	64	62	52
ENSMUSG00000033569	68	19	48	51	11	56
ENSMUSG00000080849	53	31	96	7	56	34
ENSMUSG00000104257	14	97	51	98	2	67
ENSMUSG00000096866	20	97	71	58	1	15
ENSMUSG00000102296	53	18	6	27	99	10
ENSMUSG00000103209	90	24	58	62	39	58
ENSMUSG00000104027	12	59	14	98	74	36
ENSMUSG00000102407	68	22	49	94	47	72
ENSMUSG00000103214	35	93	25	37	42	30
ENSMUSG00000104100	60	80	98	96	97	89
ENSMUSG00000084740	74	39	20	87	51	94
ENSMUSG00000103889	85	47	5	90	97	35
ENSMUSG00000101301	16	76	61	71	40	46
ENSMUSG00000104221	23	36	86	78	58	38
ENSMUSG00000102250	96	4	20	12	85	69
ENSMUSG00000102317	50	59	35	21	49	14
ENSMUSG00000103563	14	45	27	45	73	71
ENSMUSG00000102465	1	87	60	12	37	54
ENSMUSG00000102659	51	96	70	88	6	19
ENSMUSG00000103924	98	28	96	62	91	51
ENSMUSG00000104132	32	69	4	96	77	0
ENSMUSG00000102747	70	10	79	94	8	94
ENSMUSG00000102386	43	31	51	22	95	74
ENSMUSG00000103004	23	67	25	72	46	83
ENSMUSG00000104516	42	48	82	42	81	23
ENSMUSG00000101618	24	18	54	38	93	19
ENSMUSG00000099458	91	61	26	99	22	98
ENSMUSG00000088111	63	49	50	10	83	60
ENSMUSG00000073722	56	28	3	100	69	35
ENSMUSG00000095256	56	98	85	90	81	41
ENSMUSG00000100310	51	21	13	50	10	62
ENSMUSG00000101514	52	32	91	73	45	79
ENSMUSG00000101033	51	87	93	88	44	24
ENSMUSG00000101372	12	24	31	21	94	52
ENSMUSG00000103241	62	12	73	4	76	74
ENSMUSG00000086240	0	84	9	78	3	8
ENSMUSG00000048411	19	24	92	57	99	59
ENSMUSG00000081557	33	99	73	9	54	26
ENSMUSG00000058590	84	45	67	47	48	39
ENSMUSG00000101235	40	26	42	68	80	74
ENSMUSG00000064433	46	1	12	10	78	58
ENSMUSG00000080625	8	15	81	75	42	67
ENSMUSG00000080391	25	58	28	53	99	49
ENSMUSG00000099257	58	48	31	10	10	3
ENSMUSG00000099492	54	21	31	57	57	35
ENSMUSG00000101726	47	93	78	93	88	49
ENSMUSG00000096829	87	49	16	43	46	45
ENSMUSG00000098883	38	80	7	69	22	54
ENSMUSG00000053185	55	35	72	34	24	50
ENSMUSG00000100261	43	52	53	46	77	61
ENSMUSG00000101180	75	3	87	3	78	34
ENSMUSG00000048874	66	69	63	28	8	32
ENSMUSG00000103783	21	57	85	6	60	85
ENSMUSG00000104315	30	16	5	87	44	78
ENSMUSG00000026064	65	1	76	14	74	98
ENSMUSG00000086151	48	6	47	54	68	11
ENSMUSG00000086726	59	61	50	98	32	22
ENSMUSG00000087346	10	1	25	96	64	97
ENSMUSG00000100371	13	68	5	31	36	13
ENSMUSG00000100237	26	45	60	23	99	65
ENSMUSG00000098529	20	9	89	93	42	38
ENSMUSG00000086727	72	63	10	17	47	99
ENSMUSG00000100910	60	1	6	58	66	25
ENSMUSG00000099796	28	12	96	37	86	32
ENSMUSG00000050217	23	63	82	84	83	85
ENSMUSG00000026063	89	50	59	27	83	97
ENSMUSG00000077664	47	29	40	19	77	71
ENSMUSG00000100205	63	47	8	83	64	76
ENSMUSG00000100592	62	17	57	45	36	77
ENSMUSG00000094215	66	91	97	60	10	100
ENSMUSG00000101093	26	40	77	69	84	82
ENSMUSG00000070960	34	73	27	91	69	1
ENSMUSG00000088620	100	91	98	14	86	2
ENSMUSG00000082159	49	64	47	36	71	83
ENSMUSG00000026058	44	29	91	69	41	33
ENSMUSG00000064688	41	8	5	60	59	15
ENSMUSG00000103482	28	60	83	6	21	46
ENSMUSG00000104498	0	5	83	32	83	75
ENSMUSG00000104313	84	71	9	53	4	29
ENSMUSG00000102865	46	0	83	23	14	98
ENSMUSG00000102321	24	85	71	79	66	100
ENSMUSG00000091318	33	7	72	63	22	1
ENSMUSG00000089489	64	0	97	85	98	93
ENSMUSG00000104433	5	73	95	14	86	36
ENSMUSG00000089395	97	58	44	95	78	57
ENSMUSG00000102926	77	94	12	85	30	22
ENSMUSG00000100497	75	17	74	64	94	46
ENSMUSG00000102917	53	94	100	26	72	33
ENSMUSG00000100481	1	98	53	4	31	24
ENSMUSG00000100590	7	52	36	37	29	76
ENSMUSG00000088750	95	58	71	84	12	43
ENSMUSG00000104230	40	39	69	72	10	77
ENSMUSG00000101754	67	31	41	54	7	67
ENSMUSG00000065223	90	31	68	54	19	98
ENSMUSG00000100318	54	67	54	25	50	84
ENSMUSG00000101612	58	98	53	2	33	9
ENSMUSG00000065260	68	88	30	36	83	11
ENSMUSG00000026134	36	26	33	0	20	98
ENSMUSG00000101682	31	94	94	32	42	50
ENSMUSG00000102714	100	15	83	42	72	78
ENSMUSG00000102093	4	85	87	92	36	21
ENSMUSG00000103746	41	80	31	72	48	27
ENSMUSG00000102198	45	94	54	100	50	43
ENSMUSG00000004768	64	47	58	47	30	28
ENSMUSG00000042215	37	16	94	40	43	81
ENSMUSG00000103072	30	12	53	88	77	24
ENSMUSG00000042197	55	81	68	78	95	69
ENSMUSG00000081402	4	22	47	26	96	15
ENSMUSG00000042182	16	26	92	17	4	40
ENSMUSG00000104416	72	42	45	72	62	29
ENSMUSG00000026131	31	19	2	55	12	1
ENSMUSG00000103596	48	87	47	77	24	92
ENSMUSG00000099382	21	32	35	35	54	35
ENSMUSG00000084506	7	82	48	23	88	38
ENSMUSG00000103364	91	4	37	59	88	15
ENSMUSG00000105982	75	11	72	35	100	28
ENSMUSG00000096992	22	69	82	22	85	95
ENSMUSG00000103001	49	16	90	95	56	13
ENSMUSG00000104397	21	51	19	0	58	18
ENSMUSG00000102839	67	7	12	87	0	48
ENSMUSG00000101206	72	20	9	39	16	98
ENSMUSG00000101462	100	52	53	68	47	7
ENSMUSG00000102336	47	92	65	34	89	90
ENSMUSG00000092852	57	13	20	40	40	26
ENSMUSG00000042111	96	90	50	50	9	23
ENSMUSG00000101711	15	52	33	40	17	73
ENSMUSG00000026127	88	58	77	50	62	54
ENSMUSG00000026126	21	21	41	22	2	49
ENSMUSG00000100280	29	85	3	96	97	94
ENSMUSG00000101223	16	0	80	88	100	18
ENSMUSG00000026125	42	4	69	87	63	88
ENSMUSG00000101116	44	56	65	80	55	87
ENSMUSG00000026124	87	85	12	47	90	6
ENSMUSG00000101803	67	11	10	9	78	37
ENSMUSG00000037529	54	45	17	28	25	6
ENSMUSG00000045815	6	21	63	36	76	57
ENSMUSG00000045174	3	54	31	11	78	8
ENSMUSG00000100524	65	99	43	52	76	8
ENSMUSG00000102499	61	16	54	37	90	44
ENSMUSG00000103521	38	99	6	100	21	54
ENSMUSG00000104098	37	98	76	81	25	6
ENSMUSG00000037509	77	63	31	96	21	42
ENSMUSG00000102537	20	94	3	8	54	2
ENSMUSG00000102612	87	94	38	4	5	4
ENSMUSG00000104002	24	63	54	97	87	100
ENSMUSG00000037503	91	74	84	40	82	40
ENSMUSG00000104358	35	43	39	48	3	11
ENSMUSG00000026123	83	71	78	80	12	19
ENSMUSG00000103716	53	43	54	69	48	12
ENSMUSG00000103548	55	57	99	35	23	89
ENSMUSG00000103760	10	29	21	83	70	59
ENSMUSG00000103997	95	20	78	97	45	48
ENSMUSG00000077231	52	72	79	17	24	61
ENSMUSG00000104417	0	51	28	39	100	67
ENSMUSG00000064601	45	28	95	9	86	94
ENSMUSG00000101714	73	2	11	66	83	2
ENSMUSG00000102531	9	73	37	99	86	88
ENSMUSG00000103096	20	84	96	63	31	7
ENSMUSG00000102279	29	12	80	42	31	15
ENSMUSG00000103708	23	35	19	53	24	91
ENSMUSG00000104201	59	83	23	8	19	77
ENSMUSG00000102434	0	100	22	81	86	1
ENSMUSG00000045216	85	89	3	5	39	6
ENSMUSG00000104523	36	9	80	30	61	15
ENSMUSG00000102202	7	62	53	56	7	70
ENSMUSG00000037470	48	4	62	30	6	40
ENSMUSG00000098752	60	4	87	5	93	22
ENSMUSG00000047180	9	14	19	52	83	55
ENSMUSG00000037447	85	51	72	16	13	73
ENSMUSG00000102762	29	8	29	59	94	31
ENSMUSG00000010453	99	48	64	62	21	59
ENSMUSG00000098680	79	75	67	98	40	81
ENSMUSG00000037432	56	12	32	8	83	74
ENSMUSG00000001143	80	20	21	67	69	94
ENSMUSG00000037408	50	55	91	65	44	76
ENSMUSG00000104316	13	94	88	17	3	97
ENSMUSG00000106081	37	1	83	4	65	10
ENSMUSG00000001138	98	5	71	39	55	89
ENSMUSG00000102845	57	39	9	76	89	24
ENSMUSG00000067653	99	90	30	17	6	15
ENSMUSG00000109510	50	8	90	88	24	66
ENSMUSG00000079610	63	32	72	24	19	29
ENSMUSG00000026121	14	98	47	8	1	32
ENSMUSG00000087589	37	16	91	81	60	51
ENSMUSG00000046337	63	7	9	59	3	80
ENSMUSG00000089906	90	72	96	59	44	12
ENSMUSG00000077939	35	34	51	79	87	92
ENSMUSG00000061518	47	48	68	43	25	50
ENSMUSG00000037351	73	56	39	47	97	97
ENSMUSG00000102416	46	84	92	30	17	6
ENSMUSG00000104237	19	94	97	26	93	30
ENSMUSG00000026117	80	70	47	10	18	60
ENSMUSG00000097291	22	87	26	15	9	68
ENSMUSG00000026116	73	77	88	50	50	45
ENSMUSG00000103016	4	77	5	98	94	34
ENSMUSG00000102930	93	63	26	70	70	57
ENSMUSG00000103159	5	44	22	80	53	61
ENSMUSG00000080054	47	24	3	91	56	40
ENSMUSG00000095944	1	64	45	47	69	50
ENSMUSG00000050122	27	20	81	18	63	67
ENSMUSG00000103603	55	85	98	90	62	90
ENSMUSG00000026114	95	1	70	7	45	88
ENSMUSG00000102231	94	30	33	70	36	74
ENSMUSG00000026113	89	68	57	66	99	38
ENSMUSG00000086064	78	48	80	18	52	14
ENSMUSG00000102879	8	11	7	12	2	45
ENSMUSG00000026112	95	86	47	10	12	55
ENSMUSG00000026111	56	80	36	71	79	0
ENSMUSG00000026110	95	78	89	88	0	95
ENSMUSG00000103948	55	60	85	23	71	92
ENSMUSG00000087233	57	78	90	54	52	67
ENSMUSG00000026090	97	44	53	61	11	47
ENSMUSG00000089767	51	86	0	94	75	87
ENSMUSG00000104365	98	53	42	31	2	47
ENSMUSG00000102650	63	87	7	69	34	18
ENSMUSG00000060771	49	30	89	7	60	63
ENSMUSG00000097268	17	29	92	0	70	83
ENSMUSG00000037216	13	27	22	34	4	51
ENSMUSG00000026088	47	9	75	70	14	80
ENSMUSG00000026087	63	49	19	77	91	0
ENSMUSG00000061584	94	73	18	26	49	85
ENSMUSG00000087374	82	3	81	70	63	95
ENSMUSG00000026085	47	7	7	11	52	21
ENSMUSG00000089141	71	70	64	85	29	21
ENSMUSG00000058407	68	13	29	20	28	21
ENSMUSG00000026083	59	19	8	87	86	77
ENSMUSG00000026082	80	24	91	73	84	71
ENSMUSG00000103804	90	83	32	76	89	16
ENSMUSG00000102716	36	36	46	0	34	60
ENSMUSG00000037138	43	62	48	65	3	45
ENSMUSG00000085391	70	91	13	65	3	59
ENSMUSG00000085280	1	41	19	89	42	42
ENSMUSG00000087131	6	82	81	70	64	47
ENSMUSG00000102984	14	48	69	97	92	30
ENSMUSG00000102541	46	9	91	98	71	47
ENSMUSG00000103531	99	31	13	43	62	17
ENSMUSG00000048814	89	83	92	9	63	61
ENSMUSG00000026080	39	20	93	8	16	64
ENSMUSG00000103647	1	79	92	4	58	73
ENSMUSG00000102447	47	41	43	6	86	2
ENSMUSG00000067604	43	93	69	42	60	82
