Ensemble Gene ID	H16	H17	H18	K16	K17	K18
ENSMUSG00000101206	93	14	51	90	61	75
ENSMUSG00000101462	97	77	5	93	52	90
ENSMUSG00000102336	62	46	16	19	34	48
ENSMUSG00000092852	72	70	76	75	61	16
ENSMUSG00000042111	63	25	24	22	49	76
ENSMUSG00000101711	33	78	6	53	12	58
ENSMUSG00000026127	95	6	37	19	48	6
ENSMUSG00000026126	64	48	31	60	30	63
ENSMUSG00000100280	94	47	69	26	32	23
ENSMUSG00000101223	32	79	11	27	87	83
ENSMUSG00000026125	90	1	99	1	63	99
ENSMUSG00000101116	53	10	15	23	11	11
ENSMUSG00000026124	4	45	62	44	16	75
ENSMUSG00000101803	26	55	47	90	20	70
ENSMUSG00000037529	48	94	24	97	81	11
ENSMUSG00000045815	35	0	81	7	23	88
ENSMUSG00000045174	2	2	58	18	95	80
ENSMUSG00000100524	78	76	55	41	75	100
ENSMUSG00000102499	94	75	0	35	50	5
ENSMUSG00000103521	67	36	49	17	55	20
ENSMUSG00000104098	84	37	17	12	16	35
ENSMUSG00000037509	64	11	58	43	66	55
ENSMUSG00000102537	91	2	57	14	78	97
ENSMUSG00000102612	96	4	7	23	25	93
ENSMUSG00000104002	88	6	8	65	21	53
ENSMUSG00000037503	100	70	59	82	29	98
ENSMUSG00000104358	62	49	68	82	89	75
ENSMUSG00000026123	72	33	3	9	43	7
ENSMUSG00000103716	27	54	51	34	43	8
ENSMUSG00000103548	52	39	60	12	29	10
ENSMUSG00000103760	70	24	64	51	43	56
ENSMUSG00000103997	90	50	26	1	2	46
ENSMUSG00000077231	57	52	25	91	74	4
ENSMUSG00000104417	63	24	70	63	51	47
ENSMUSG00000064601	19	55	27	88	92	61
ENSMUSG00000101714	41	67	90	33	1	65
ENSMUSG00000102531	91	49	83	100	32	8
ENSMUSG00000103096	7	13	68	3	4	32
ENSMUSG00000102279	67	100	84	86	16	30
ENSMUSG00000103708	14	69	88	31	43	94
ENSMUSG00000104201	69	90	19	1	3	96
ENSMUSG00000102434	89	5	28	47	20	28
ENSMUSG00000045216	64	76	89	90	14	19
ENSMUSG00000104523	20	18	28	54	30	14
ENSMUSG00000102202	98	42	33	32	27	41
ENSMUSG00000037470	49	33	26	43	75	86
ENSMUSG00000098752	68	45	93	45	74	40
ENSMUSG00000047180	36	81	51	55	0	24
ENSMUSG00000037447	84	45	2	37	20	36
ENSMUSG00000102762	58	48	65	99	47	34
ENSMUSG00000010453	43	92	63	49	28	10
ENSMUSG00000098680	55	93	70	1	50	65
ENSMUSG00000037432	66	52	30	26	81	4
ENSMUSG00000001143	5	79	44	79	68	97
ENSMUSG00000037408	17	73	36	19	17	85
ENSMUSG00000104316	73	63	39	15	97	24
ENSMUSG00000106081	2	74	62	90	56	28
ENSMUSG00000001138	93	82	65	83	81	75
ENSMUSG00000102845	88	23	65	55	51	17
ENSMUSG00000067653	78	28	64	23	22	79
ENSMUSG00000109510	51	2	61	65	95	85
ENSMUSG00000079610	70	5	45	0	68	68
ENSMUSG00000026121	12	95	13	55	66	75
ENSMUSG00000087589	98	12	99	85	6	3
ENSMUSG00000046337	44	50	90	99	11	47
ENSMUSG00000089906	86	45	68	80	56	58
ENSMUSG00000077939	72	51	31	54	5	12
ENSMUSG00000061518	77	51	36	82	42	84
ENSMUSG00000037351	41	7	37	34	74	40
ENSMUSG00000102416	3	0	72	56	86	6
ENSMUSG00000104237	67	9	10	74	50	69
ENSMUSG00000026117	7	7	95	62	24	17
ENSMUSG00000097291	18	76	50	32	34	59
ENSMUSG00000026116	26	10	17	15	44	68
ENSMUSG00000103016	41	90	100	82	68	84
ENSMUSG00000102930	74	97	33	90	23	16
ENSMUSG00000103159	29	11	26	12	95	35
ENSMUSG00000080054	75	68	77	76	22	93
ENSMUSG00000095944	10	47	72	22	76	34
ENSMUSG00000050122	66	26	88	79	36	97
ENSMUSG00000103603	3	62	63	23	49	84
ENSMUSG00000026114	34	73	85	3	96	47
ENSMUSG00000102231	23	22	27	90	40	22
ENSMUSG00000026113	11	50	19	31	47	48
ENSMUSG00000086064	35	44	68	63	75	86
ENSMUSG00000102879	99	57	9	17	43	59
ENSMUSG00000026112	69	84	70	14	28	8
ENSMUSG00000026111	6	25	10	54	58	56
ENSMUSG00000026110	43	63	6	96	87	38
ENSMUSG00000103948	61	67	7	80	65	60
ENSMUSG00000087233	15	73	51	38	90	8
ENSMUSG00000026090	25	13	68	68	15	70
ENSMUSG00000089767	60	18	32	93	62	3
ENSMUSG00000104365	4	61	30	60	66	46
ENSMUSG00000102650	22	54	42	95	12	94
ENSMUSG00000060771	66	59	31	81	67	69
ENSMUSG00000097268	1	82	40	26	62	25
ENSMUSG00000037216	4	75	22	96	32	99
ENSMUSG00000026088	97	76	76	14	30	79
ENSMUSG00000026087	32	69	86	0	29	99
ENSMUSG00000061584	87	61	92	71	57	2
ENSMUSG00000087374	57	15	6	71	84	38
ENSMUSG00000026085	36	98	53	65	24	35
ENSMUSG00000089141	21	23	53	42	33	3
ENSMUSG00000058407	36	48	7	67	82	26
ENSMUSG00000026083	70	34	54	43	24	57
ENSMUSG00000026082	93	0	7	60	42	59
ENSMUSG00000103804	69	94	44	53	8	42
ENSMUSG00000102716	6	66	4	38	46	100
ENSMUSG00000037138	69	45	92	46	5	40
ENSMUSG00000085391	20	76	29	97	58	98
ENSMUSG00000085280	7	41	34	22	88	77
ENSMUSG00000087131	22	20	39	5	36	24
ENSMUSG00000102984	32	68	95	69	42	35
ENSMUSG00000102541	10	88	49	41	79	14
ENSMUSG00000103531	1	28	34	93	55	51
ENSMUSG00000048814	29	84	96	53	81	52
ENSMUSG00000026080	83	75	54	38	100	0
ENSMUSG00000103647	25	94	28	43	81	44
ENSMUSG00000102447	39	29	24	45	43	86
ENSMUSG00000067604	64	2	39	83	72	87
